drug_id,first_approval
CHEMBL1201134,2006
CHEMBL1201566,2001
CHEMBL1201505,1964
CHEMBL2079587,1962
CHEMBL2109092,1997
CHEMBL2134724,1986
CHEMBL3544906,1960
CHEMBL3989676,1960
CHEMBL4297223,2022
CHEMBL4594618,2020
CHEMBL6068492,2023
CHEMBL18116,1984
CHEMBL796,1955
CHEMBL136478,1981
CHEMBL408513,2014
CHEMBL607400,2016
CHEMBL1200444,1986
CHEMBL1201496,1999
CHEMBL1201782,2008
CHEMBL1743062,2014
CHEMBL2105732,2013
CHEMBL3137308,2019
CHEMBL3833384,2022
CHEMBL3989921,2017
CHEMBL4594382,2024
CHEMBL4802239,2021
CHEMBL24828,2011
CHEMBL58323,2008
CHEMBL964,1951
CHEMBL319144,2009
CHEMBL1620,1946
CHEMBL1691,1985
CHEMBL1200787,1953
CHEMBL1201061,1999
CHEMBL1201162,1994
CHEMBL1201182,2007
CHEMBL1201549,1987
CHEMBL1201545,1982
CHEMBL1201476,1993
CHEMBL1744447,2003
CHEMBL1873475,2013
CHEMBL1946170,2012
CHEMBL2018096,2014
CHEMBL2364639,2017
CHEMBL3833346,2023
CHEMBL3833373,2017
CHEMBL4582651,2020
CHEMBL5314380,2012
CHEMBL5315122,2003
CHEMBL603,1996
CHEMBL766,1985
CHEMBL188952,1987
CHEMBL1773,1998
CHEMBL1200430,2003
CHEMBL1200554,2000
CHEMBL1200569,1999
CHEMBL1200666,1993
CHEMBL1201132,1979
CHEMBL1201662,1997
CHEMBL1201468,1977
CHEMBL1201821,2005
CHEMBL2103739,1997
CHEMBL2103743,2012
CHEMBL3189072,1998
CHEMBL3301622,2018
CHEMBL3545252,1995
CHEMBL3545311,2017
CHEMBL3989830,1997
CHEMBL3989962,2017
CHEMBL4297774,2021
CHEMBL4297778,2021
CHEMBL4297819,2019
CHEMBL571,1986
CHEMBL288441,2012
CHEMBL1445,1956
CHEMBL243712,1986
CHEMBL1472,1976
CHEMBL512351,2017
CHEMBL561157,2020
CHEMBL1200335,1953
CHEMBL1200492,1994
CHEMBL1200733,1992
CHEMBL1200748,1975
CHEMBL1200791,1986
CHEMBL1201109,1972
CHEMBL1201607,2004
CHEMBL1201570,2001
CHEMBL1237102,1993
CHEMBL2107830,2014
CHEMBL3186492,1991
CHEMBL3707290,2020
CHEMBL3833319,2018
CHEMBL4297522,2020
CHEMBL5315093,2016
CHEMBL5723563,2014
CHEMBL6067988,2016
CHEMBL14,1972
CHEMBL962,1995
CHEMBL1536,1941
CHEMBL476960,1994
CHEMBL1698,1985
CHEMBL1711,1956
CHEMBL1200374,1999
CHEMBL1200440,1960
CHEMBL1201565,1989
CHEMBL1201629,1980
CHEMBL1788132,2018
CHEMBL2062163,1976
CHEMBL2105760,2015
CHEMBL3301627,2019
CHEMBL3544914,2018
CHEMBL3707223,2024
CHEMBL3989695,2008
CHEMBL3989855,1963
CHEMBL4297213,2014
CHEMBL6068340,2018
CHEMBL565,1967
CHEMBL605,1950
CHEMBL163,1996
CHEMBL1695,1997
CHEMBL1200517,1946
CHEMBL1200641,1995
CHEMBL1200699,1967
CHEMBL1200843,1946
CHEMBL1200946,1983
CHEMBL1201627,1985
CHEMBL1201583,2004
CHEMBL1201414,2000
CHEMBL1201823,2006
CHEMBL1742991,2017
CHEMBL1983268,2019
CHEMBL2108286,2013
CHEMBL2108336,2013
CHEMBL2178422,2020
CHEMBL2218917,2000
CHEMBL3301603,2018
CHEMBL4298199,2021
CHEMBL4650319,2021
CHEMBL4802223,2021
CHEMBL6068333,2009
CHEMBL477,1989
CHEMBL101,1980
CHEMBL135,1975
CHEMBL44657,1983
CHEMBL48582,2015
CHEMBL1091,1951
CHEMBL1272,1997
CHEMBL178,1979
CHEMBL1705,1974
CHEMBL1200710,1989
CHEMBL1201497,2000
CHEMBL1201666,1997
CHEMBL1201460,1994
CHEMBL1201717,2005
CHEMBL1364144,1959
CHEMBL1789842,2009
CHEMBL2368924,1997
CHEMBL3183409,2018
CHEMBL3188034,1982
CHEMBL3544971,1960
CHEMBL3989861,2013
CHEMBL3990034,2024
CHEMBL4298128,2019
CHEMBL4435170,2022
CHEMBL495,1981
CHEMBL19449,1989
CHEMBL1148,1993
CHEMBL178803,2008
CHEMBL1580,1991
CHEMBL451887,2009
CHEMBL1200609,2003
CHEMBL1200825,1947
CHEMBL1201087,1996
CHEMBL1201509,1973
CHEMBL1201697,1975
CHEMBL1237061,2009
CHEMBL2064032,2022
CHEMBL2105762,2015
CHEMBL2108508,1986
CHEMBL2448613,2016
CHEMBL3039507,2019
CHEMBL3989887,1994
CHEMBL3989973,2019
CHEMBL6067642,1952
CHEMBL599,2000
CHEMBL632,1961
CHEMBL686,1967
CHEMBL741,1994
CHEMBL154,1976
CHEMBL1112,2002
CHEMBL1337,2002
CHEMBL193240,2010
CHEMBL384467,1958
CHEMBL247951,2017
CHEMBL1642,2001
CHEMBL1701,1942
CHEMBL1200692,2002
CHEMBL1200761,1982
CHEMBL1200809,1996
CHEMBL1200907,1984
CHEMBL1200987,1997
CHEMBL1201012,1965
CHEMBL1201589,2003
CHEMBL1201825,2006
CHEMBL1237104,1957
CHEMBL1289926,2012
CHEMBL1562610,1980
CHEMBL1614701,2020
CHEMBL2095206,2012
CHEMBL3989767,1978
CHEMBL567,1957
CHEMBL585,1964
CHEMBL1200598,1982
CHEMBL1200781,1998
CHEMBL1200930,1999
CHEMBL1200961,1957
CHEMBL1201604,2003
CHEMBL1201576,1997
CHEMBL1314751,1956
CHEMBL1743043,2018
CHEMBL1770916,2023
CHEMBL1951071,2006
CHEMBL1963683,2012
CHEMBL2103784,1970
CHEMBL2105755,2017
CHEMBL2181927,2021
CHEMBL2364612,2017
CHEMBL2364629,2020
CHEMBL3833321,2023
CHEMBL4297840,2023
CHEMBL4298150,2019
CHEMBL4650393,2023
CHEMBL480,1995
CHEMBL498,1958
CHEMBL842,1958
CHEMBL932,1961
CHEMBL65375,2015
CHEMBL386630,1972
CHEMBL185,1962
CHEMBL511142,1981
CHEMBL1637,1996
CHEMBL451930,2018
CHEMBL1699,2002
CHEMBL601719,2011
CHEMBL1200509,1991
CHEMBL1200644,2001
CHEMBL1200810,1999
CHEMBL1200841,1954
CHEMBL1201520,1986
CHEMBL2028987,2008
CHEMBL2103738,1980
CHEMBL2165326,2024
CHEMBL4250860,2024
CHEMBL4297666,2022
CHEMBL5314649,2023
CHEMBL436,1989
CHEMBL503,1987
CHEMBL278623,2017
CHEMBL131,1955
CHEMBL843,1999
CHEMBL984,1992
CHEMBL1009,1970
CHEMBL1152,1955
CHEMBL395429,1980
CHEMBL256087,2008
CHEMBL1716,1961
CHEMBL1200659,1985
CHEMBL1200964,1961
CHEMBL1201003,2002
CHEMBL1201044,1990
CHEMBL1742996,2017
CHEMBL2146146,1960
CHEMBL2364607,2015
CHEMBL3039520,2020
CHEMBL3137310,2018
CHEMBL3301582,2019
CHEMBL3668014,2022
CHEMBL4297579,2022
CHEMBL4298139,2021
CHEMBL4594448,2023
CHEMBL5416410,2006
CHEMBL413,1999
CHEMBL19236,1991
CHEMBL19299,1986
CHEMBL661,1981
CHEMBL139,1988
CHEMBL786,1977
CHEMBL878,1973
CHEMBL1133,1975
CHEMBL1161,1987
CHEMBL180022,2017
CHEMBL1766,1977
CHEMBL1200396,1972
CHEMBL1200470,2005
CHEMBL1201419,2000
CHEMBL1201835,2009
CHEMBL2040682,2006
CHEMBL3707266,2017
CHEMBL3813873,2019
CHEMBL3894860,2021
CHEMBL4558324,2024
CHEMBL5095451,2023
CHEMBL897,1951
CHEMBL70972,1995
CHEMBL86304,1990
CHEMBL389621,1952
CHEMBL1557,1974
CHEMBL1567,2006
CHEMBL1659,1950
CHEMBL484785,2016
CHEMBL1094636,2017
CHEMBL1200494,1986
CHEMBL1200675,1996
CHEMBL1200724,1975
CHEMBL1200803,2004
CHEMBL1201150,1992
CHEMBL1375743,2001
CHEMBL2105682,2015
CHEMBL2108319,2014
CHEMBL2218896,1985
CHEMBL3707246,2020
CHEMBL3707357,2019
CHEMBL4650215,2024
CHEMBL4650216,2022
CHEMBL4650272,2021
CHEMBL6067980,1981
CHEMBL451,1960
CHEMBL479,1962
CHEMBL1046,1964
CHEMBL1059,2004
CHEMBL87992,2009
CHEMBL363392,2021
CHEMBL538943,1994
CHEMBL1200671,1990
CHEMBL1201014,1973
CHEMBL1201564,1999
CHEMBL1370561,1940
CHEMBL1742994,2011
CHEMBL2105729,2013
CHEMBL3707328,2018
CHEMBL3989569,1996
CHEMBL3989949,2020
CHEMBL108,1968
CHEMBL21333,1995
CHEMBL973,2012
CHEMBL1023,1999
CHEMBL1034,1988
CHEMBL1200434,1981
CHEMBL1200600,1972
CHEMBL1200694,1995
CHEMBL1200935,2004
CHEMBL1200963,2001
CHEMBL1201477,1957
CHEMBL1237080,1993
CHEMBL1434513,1950
CHEMBL2095208,2012
CHEMBL2109047,1989
CHEMBL3181947,1997
CHEMBL3545376,2019
CHEMBL3989514,1996
CHEMBL4297852,2017
CHEMBL4650273,2020
CHEMBL42,1989
CHEMBL608,1977
CHEMBL282724,2006
CHEMBL1240,1953
CHEMBL382301,2000
CHEMBL1405,1979
CHEMBL225072,2004
CHEMBL490665,2009
CHEMBL550755,2017
CHEMBL1201563,1993
CHEMBL1201747,2010
CHEMBL2005186,2021
CHEMBL4297064,2009
CHEMBL4297517,2022
CHEMBL4297986,2001
CHEMBL4303669,2001
CHEMBL6068478,2024
CHEMBL464,1986
CHEMBL416146,2002
CHEMBL714,1981
CHEMBL1116,1997
CHEMBL1282,1997
CHEMBL1324,1997
CHEMBL256907,2007
CHEMBL566315,2016
CHEMBL1078178,2023
CHEMBL1200904,1989
CHEMBL1200989,1982
CHEMBL1201539,1966
CHEMBL1201752,2007
CHEMBL1201833,2009
CHEMBL2010601,2012
CHEMBL2021430,1959
CHEMBL2035187,2022
CHEMBL2062335,1978
CHEMBL2105756,2017
CHEMBL2107387,2013
CHEMBL2146140,2013
CHEMBL2362410,2024
CHEMBL3989869,2021
CHEMBL4297537,2018
CHEMBL4297809,2023
CHEMBL4298086,2023
CHEMBL4585668,2021
CHEMBL4594287,2024
CHEMBL4594311,2019
CHEMBL4594350,2022
CHEMBL448,1973
CHEMBL563,1986
CHEMBL18442,2008
CHEMBL636,1998
CHEMBL799,1999
CHEMBL803,1969
CHEMBL539423,2023
CHEMBL1504,1960
CHEMBL1542,1968
CHEMBL518924,2024
CHEMBL1200479,1950
CHEMBL1200951,1967
CHEMBL1201067,1961
CHEMBL1201174,2006
CHEMBL1742982,2011
CHEMBL2070241,2019
CHEMBL2138684,2001
CHEMBL2325741,2023
CHEMBL3545262,2020
CHEMBL3559672,1954
CHEMBL3991065,2021
CHEMBL4535757,2021
CHEMBL4594293,2020
CHEMBL4594598,2016
CHEMBL4802263,2022
CHEMBL5314366,2001
CHEMBL24,1981
CHEMBL435,1959
CHEMBL691,1982
CHEMBL1256,1979
CHEMBL501867,1963
CHEMBL1719,1996
CHEMBL1764,1982
CHEMBL1201082,1987
CHEMBL1201124,1989
CHEMBL1201421,2004
CHEMBL1201621,1976
CHEMBL1214124,2012
CHEMBL1530428,1973
CHEMBL1615369,2008
CHEMBL1742466,2024
CHEMBL2108078,2006
CHEMBL3989740,1967
CHEMBL4164059,2016
CHEMBL4297945,2015
CHEMBL19,1959
CHEMBL30,1977
CHEMBL15870,1979
CHEMBL727,1966
CHEMBL904,2001
CHEMBL989,1963
CHEMBL419213,1987
CHEMBL1286,1999
CHEMBL1514,1993
CHEMBL1531,2001
CHEMBL1083385,1997
CHEMBL1200638,1963
CHEMBL1200721,1981
CHEMBL1200772,1982
CHEMBL1200878,1969
CHEMBL1201141,2006
CHEMBL1201155,1975
CHEMBL1201180,2007
CHEMBL1201740,2007
CHEMBL2108973,2002
CHEMBL4594603,2017
CHEMBL4594607,2023
CHEMBL5315064,2016
CHEMBL501,1960
CHEMBL22242,1990
CHEMBL782,1961
CHEMBL1029,2002
CHEMBL1069,1996
CHEMBL529437,2017
CHEMBL1159650,1985
CHEMBL1200330,1984
CHEMBL1200411,1997
CHEMBL1200477,1996
CHEMBL1200950,1982
CHEMBL1201178,2007
CHEMBL1201558,1986
CHEMBL1201575,2003
CHEMBL1523964,2016
CHEMBL2107354,2009
CHEMBL2110725,2009
CHEMBL3039540,2021
CHEMBL3545131,2020
CHEMBL3989406,1988
CHEMBL4298047,2020
CHEMBL4298092,2023
CHEMBL5315087,2001
CHEMBL109,1978
CHEMBL113,1948
CHEMBL690,1991
CHEMBL441738,2014
CHEMBL175247,1998
CHEMBL1518,1947
CHEMBL260538,2009
CHEMBL1563,1979
CHEMBL1709,1991
CHEMBL1200383,1954
CHEMBL1200461,1996
CHEMBL1200953,1997
CHEMBL1201574,1991
CHEMBL1201571,2003
CHEMBL1201532,1953
CHEMBL1201608,1986
CHEMBL1289494,2017
CHEMBL1743035,2023
CHEMBL2062264,1973
CHEMBL2103868,2012
CHEMBL2105662,2012
CHEMBL2109205,1997
CHEMBL3301610,2017
CHEMBL3544974,2009
CHEMBL3989871,2021
CHEMBL5315071,2019
CHEMBL465,1985
CHEMBL14376,2009
CHEMBL679,1965
CHEMBL939,2003
CHEMBL1068,2000
CHEMBL1511,1982
CHEMBL1722,1955
CHEMBL1726,1995
CHEMBL1201834,2009
CHEMBL2096631,1972
CHEMBL2105749,2021
CHEMBL2108570,2009
CHEMBL2109036,1996
CHEMBL2336050,2024
CHEMBL2364638,2019
CHEMBL2396661,2019
CHEMBL2403108,2014
CHEMBL3301583,2019
CHEMBL3544989,2019
CHEMBL3940890,2024
CHEMBL3989960,2024
CHEMBL3990029,2019
CHEMBL4297091,2009
CHEMBL4297147,1967
CHEMBL4297573,2018
CHEMBL4594301,2020
CHEMBL6067650,1992
CHEMBL6068337,2021
CHEMBL6,1965
CHEMBL527,1982
CHEMBL284092,2023
CHEMBL296913,2002
CHEMBL970,1981
CHEMBL75435,1994
CHEMBL317094,1993
CHEMBL340978,1982
CHEMBL181,1973
CHEMBL259571,2022
CHEMBL1650,1950
CHEMBL523299,2013
CHEMBL1201011,1991
CHEMBL1201013,1990
CHEMBL1201743,2009
CHEMBL2095211,2012
CHEMBL2095212,2012
CHEMBL3643413,2023
CHEMBL3707395,2024
CHEMBL4594379,2024
CHEMBL5315069,2018
CHEMBL6067494,1982
CHEMBL622,1991
CHEMBL1089318,2016
CHEMBL1200511,1989
CHEMBL1200617,1994
CHEMBL1201002,1988
CHEMBL1201023,1957
CHEMBL3187723,2018
CHEMBL4105630,2023
CHEMBL4297700,2021
