target_chembl_id,target_name,uniprot_acc,ensembl_id
CHEMBL4453,ETS domain-containing protein Elk-1,P19419,ENSG00000126767
CHEMBL5145,Serine/threonine-protein kinase B-raf,P15056,ENSG00000157764
CHEMBL4454,Tyrosine-protein kinase Fgr,P09769,ENSG00000000938
CHEMBL5146,Breakpoint cluster region protein,P11274,ENSG00000186716
CHEMBL5147,Ephrin type-B receptor 4,P54760,ENSG00000196411
CHEMBL4758,Vascular endothelial growth factor receptor 3,P35917,
CHEMBL5148,Casein kinase I isoform alpha,Q8BK63,
CHEMBL5175,Casein kinase I isoform delta,Q9DC28,
CHEMBL5176,C-C chemokine receptor type 3,P56483,
CHEMBL4843,CX3C chemokine receptor 1,P49238,ENSG00000168329
CHEMBL4845,Urotensin-2 receptor,Q8HYC3,
CHEMBL5600,MAP/microtubule affinity-regulating kinase 3,P27448,ENSG00000075413
CHEMBL4846,SH2/SH3 adapter protein NCK1,P16333,ENSG00000158092
CHEMBL4847,Hepatic sodium/bile acid cotransporter,P26435,
CHEMBL5601,Vitamin D3 receptor,P48281,
CHEMBL5027,Flap endonuclease 1,P39748,ENSG00000168496
CHEMBL4736,DNA excision repair protein ERCC-5,P28715,ENSG00000134899
CHEMBL5141,Cytochrome P450 26A1,O43174,ENSG00000095596
CHEMBL4848,Eukaryotic translation initiation factor 4E,P06730,ENSG00000151247
CHEMBL4457,Neuronal acetylcholine receptor subunit alpha-4,O70174,
CHEMBL4530,Coagulation factor XIII A chain,P00488,ENSG00000124491
CHEMBL5030,Disintegrin and metalloproteinase domain-containing protein 12,O43184,ENSG00000148848
CHEMBL5028,Disintegrin and metalloproteinase domain-containing protein 10,O14672,ENSG00000137845
CHEMBL5286,Serpin H1,P50454,ENSG00000149257
CHEMBL4531,Galectin-3,P17931,ENSG00000131981
CHEMBL4458,"Alkaline phosphatase, placental type",P05187,ENSG00000163283
CHEMBL5287,Hepatic sodium/bile acid cotransporter,Q14973,ENSG00000100652
CHEMBL4459,Large neutral amino acids transporter small subunit 1,Q01650,ENSG00000103257
CHEMBL4301,Large neutral amino acids transporter small subunit 2,Q9UHI5,ENSG00000092068
CHEMBL4148,Large neutral amino acids transporter small subunit 3,O75387,ENSG00000149150
CHEMBL4149,Large neutral amino acids transporter small subunit 1,Q63016,
CHEMBL4581,Kinesin-like protein KIF11,P52732,ENSG00000138160
CHEMBL5029,Protein c-Fos,P01100,ENSG00000170345
CHEMBL5533,Transcription factor p65,Q04206,ENSG00000173039
CHEMBL4917,Complement C3,P01024,ENSG00000125730
CHEMBL4586,Seed linoleate 13S-lipoxygenase-1,P08170,
CHEMBL4449,Glucoamylase 1,P07683,
CHEMBL5534,Primary amine oxidase,Q43077,
CHEMBL4951,Beta-lactamase OXA-1,P13661,
CHEMBL5206,Endolysin,P00720,
CHEMBL4190,Excitatory amino acid transporter 1,P24942,
CHEMBL3700,Excitatory amino acid transporter 4,O35921,
CHEMBL3695,Serine/threonine-protein phosphatase,P03772,
CHEMBL4217,Alkaline phosphatase,P00634,
CHEMBL4683,Prolyl endopeptidase FAP,Q12884,ENSG00000078098
CHEMBL4406,Alpha-glucosidase,Q17058,
CHEMBL4348,Alpha-glucosidase,O04931,
CHEMBL5242,Glucosidase II beta subunit,P14314,ENSG00000130175
CHEMBL4684,Mannosyl-oligosaccharide glucosidase,Q13724,ENSG00000115275
CHEMBL4191,Monoglyceride lipase,Q99685,ENSG00000074416
CHEMBL4349,N-acylethanolamine-hydrolyzing acid amidase,Q02083,ENSG00000138744
CHEMBL5243,"POU domain, class 3, transcription factor 3",P20264,ENSG00000198914
CHEMBL4189,"POU domain, class 3, transcription factor 2",P20265,ENSG00000184486
CHEMBL3696,Alpha-galactosidase,P06720,
CHEMBL3701,Luciferin 4-monooxygenase,Q01158,
CHEMBL4953,Replication protein E1,P04014,
CHEMBL4380,DNA helicase/primase complex protein,P10236,
CHEMBL3827,Chitin synthase 1,P08004,
CHEMBL5597,Chitin synthase 3,P29465,
CHEMBL4838,Sodium/potassium-transporting ATPase subunit alpha-1,P50997,
CHEMBL4381,Synaptic vesicle glycoprotein 2A,Q02563,
CHEMBL5596,Alpha-amylase,P21567,
CHEMBL4382,Transcription factor E2F1,Q01094,ENSG00000101412
CHEMBL4840,Metallo-beta-lactamase type 2,P25910,
CHEMBL4623,UDP-N-acetylmuramate--L-alanine ligase,O31211,
CHEMBL4841,UDP-N-acetylmuramoylalanine--D-glutamate ligase,P0A091,
CHEMBL4624,Diacylglycerol acyltransferase/mycolyltransferase Ag85C,P9WQN9,
CHEMBL4625,Bcl-2-like protein 1,Q07817,ENSG00000171552
CHEMBL4734,Holo-[acyl-carrier-protein] synthase,P96618,
CHEMBL4229,2-Hydroxyacid oxidase 1,Q9UJM8,ENSG00000101323
CHEMBL4192,Beta-glucosidase,Q43014,
CHEMBL4194,Alpha-galactosidase,Q5DUH8,
CHEMBL4193,Alpha-mannosidase,Q9SEH8,
CHEMBL4411,Prostaglandin E synthase 2,Q9H7Z7,ENSG00000148334
CHEMBL4528,Hyaluronidase-1,Q12794,ENSG00000114378
CHEMBL4412,Alpha-glucosidase,P94451,
CHEMBL3697,Nucleoside transporter 2,Q9U763,
CHEMBL4251,rRNA adenine N-6-methyltransferase,P13956,
CHEMBL4844,"Beta-1,3-glucan synthase",O13428,
CHEMBL4252,Xaa-Pro dipeptidase,Q44238,
CHEMBL4603,Beta-galactosidase,P00722,
CHEMBL4753,Beta-galactosidase,P29853,
CHEMBL4754,Glutamyl-tRNA(Gln) amidotransferase subunit C,P68890,
CHEMBL4604,Equilibrative nucleoside transporter 1,O54698,
CHEMBL3698,Major prion protein,P04925,
CHEMBL4450,UDP-galactopyranose mutase,P9WIQ1,
CHEMBL4253,Rhizopuspepsin,P06026,
CHEMBL4254,Penicillopepsin-1,P00798,
CHEMBL4451,Saccharopepsin,P07267,
CHEMBL4452,Tyrosine-protein phosphatase 1,P25044,
CHEMBL4255,Malate dehydrogenase,P10584,
CHEMBL4256,Delta(7)-sterol 5(6)-desaturase,O93875,
CHEMBL4298,DNA polymerase I,P00582,
CHEMBL4218,Tegument protein VP16,P06492,
CHEMBL4756,Ricin,P02879,
CHEMBL4350,"Histidinol dehydrogenase, chloroplastic",P24226,
CHEMBL4258,Subtilisin BL,P29599,
CHEMBL4299,Subtilisin Carlsberg,P00780,
CHEMBL4300,Protein S100-B,P04271,ENSG00000160307
CHEMBL5019,Flavin reductase (NADPH),P30043,ENSG00000090013
CHEMBL5595,Gastrin/cholecystokinin type B receptor,P30552,
CHEMBL4755,Calcitonin gene-related peptide type 1 receptor,Q63118,
CHEMBL4259,G-protein coupled receptor homolog US28,P69332,
CHEMBL4383,Gastric inhibitory polypeptide receptor,P48546,ENSG00000010310
CHEMBL4580,"Thymidine kinase 2, mitochondrial",O00142,ENSG00000166548
CHEMBL4741,Guanine nucleotide-binding protein G(i) subunit alpha-1,P63096,ENSG00000127955
CHEMBL4221,Guanine nucleotide-binding protein G(i) subunit alpha-3,P08754,ENSG00000065135
CHEMBL4742,Guanine nucleotide-binding protein G(o) subunit alpha,P09471,ENSG00000087258
CHEMBL4859,DNA polymerase catalytic subunit,P09252,
CHEMBL4860,Apoptosis regulator Bcl-2,P10415,ENSG00000171791
CHEMBL5203,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",P33316,ENSG00000128951
CHEMBL4907,Cyclic nucleotide-gated channel alpha-1,Q00194,
CHEMBL4222,dUTP pyrophosphatase,Q8II92,
CHEMBL4384,"Beta-1,4-galactosyltransferase 1",P15291,ENSG00000086062
CHEMBL4385,Protein-S-isoprenylcysteine O-methyltransferase,P32584,
CHEMBL4386,Vacuolar-type proton translocating pyrophosphatase 1,Q8MTZ4,
CHEMBL4418,dUTP pyrophosphatase,O15826,
CHEMBL3789,Glutamine synthetase,P0A9C5,
CHEMBL5142,Histone deacetylase 3,O88895,
CHEMBL3790,Lymphocyte function-associated antigen 3,P19256,ENSG00000116815
CHEMBL4739,Mandelate racemase,P11444,
CHEMBL4740,Histone deacetylase,Q9GU59,
CHEMBL4968,Beta-ketoacyl-ACP-synthase III,O77078,
CHEMBL4261,Hypoxia-inducible factor 1-alpha,Q16665,ENSG00000100644
CHEMBL4638,Endochitinase B1,Q873X9,
CHEMBL4249,Endopolygalactyuronase,P79074,
CHEMBL3430,Dihydrodipicolinate synthase,Q93RY0,
CHEMBL5212,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3",Q5TCQ9,ENSG00000081026
CHEMBL4902,Topoiomerase 1B,Q98254,
CHEMBL5144,Vasoactive intestinal polypeptide receptor 1,P32241,ENSG00000114812
CHEMBL4532,Vasoactive intestinal polypeptide receptor 2,P41587,ENSG00000106018
CHEMBL4227,N-formyl peptide receptor 2,P25090,ENSG00000171049
CHEMBL5445,Sodium- and chloride-dependent GABA transporter 1,P31648,
CHEMBL5205,GABA transporter 3,P31649,
CHEMBL3699,GABA transporter 4,P31650,
CHEMBL4228,GABA transporter 2,P31651,
CHEMBL4895,Tyrosine-protein kinase receptor UFO,P30530,ENSG00000167601
CHEMBL4896,Lymphokine-activated killer T-cell-originated protein kinase,Q96KB5,55872
CHEMBL4897,Serine/threonine-protein kinase PLK3,Q9H4B4,ENSG00000173846
CHEMBL4898,BDNF/NT-3 growth factors receptor,Q16620,ENSG00000148053
CHEMBL4899,Mitogen-activated protein kinase kinase kinase 8,P41279,ENSG00000107968
CHEMBL4900,Serine/threonine-protein kinase D2,Q9BZL6,ENSG00000105287
CHEMBL4901,Ephrin type-B receptor 3,P54753,ENSG00000182580
CHEMBL4247,ALK tyrosine kinase receptor,Q9UM73,ENSG00000171094
CHEMBL4246,Tyrosine-protein kinase Tec,P42680,ENSG00000135605
CHEMBL4362,Tyrosine-protein kinase Fgr,Q6P6U0,
CHEMBL4363,Tyrosine-protein kinase Lyn,Q07014,
CHEMBL4364,Tyrosine-protein kinase SYK,Q64725,
CHEMBL4365,Tyrosine-protein kinase CSK,P32577,
CHEMBL4366,Protein kinase C epsilon type,P16054,
CHEMBL4367,Tyrosine-protein kinase TXK,P42681,ENSG00000074966
CHEMBL3833,Trace amine-associated receptor 1,Q923Y9,
CHEMBL4908,Trace amine-associated receptor 1,Q923Y8,
CHEMBL4909,Prostaglandin E2 receptor EP2 subtype,Q62928,
CHEMBL4419,P2Y purinoceptor 2,P41232,
CHEMBL4420,Hydroxycarboxylic acid receptor 2,Q9EP66,
CHEMBL4421,Hydroxycarboxylic acid receptor 3,P49019,ENSG00000255398
CHEMBL4422,Free fatty acid receptor 1,O14842,ENSG00000126266
CHEMBL4423,C-C chemokine receptor type 6,P51684,ENSG00000112486
CHEMBL4424,Lysophosphatidic acid receptor 3,Q8K5E0,
CHEMBL4594,C-C chemokine receptor type 7,P32248,ENSG00000126353
CHEMBL4595,Lysophosphatidic acid receptor 1,P61794,
CHEMBL4596,C-C chemokine receptor type 8,P51685,ENSG00000179934
CHEMBL5177,Inner centromere protein,Q9NQS7,ENSG00000149503
CHEMBL5178,Nucleophosmin,P06748,ENSG00000181163
CHEMBL5132,Transient receptor potential cation channel subfamily V member 1,Q6R5A3,
CHEMBL5254,Transient receptor potential cation channel subfamily V member 1,Q697L1,
CHEMBL5255,Toll-like receptor 4,O00206,ENSG00000136869
CHEMBL4460,Serine racemase,Q9GZT4,ENSG00000167720
CHEMBL4461,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",Q9NTG7,ENSG00000142082
CHEMBL4462,NAD-dependent protein deacetylase sirtuin-2,Q8IXJ6,ENSG00000068903
CHEMBL4506,NAD-dependent protein deacetylase sirtuin-1,Q96EB6,ENSG00000096717
CHEMBL4507,High affinity choline transporter 1,Q9GZV3,ENSG00000115665
CHEMBL4508,Glutaminyl-peptide cyclotransferase,Q16769,ENSG00000115828
CHEMBL4509,"Fructose-1,6-bisphospate aldolase",Q9U5N6,
CHEMBL4510,Cysteine protease falcipain-3,Q9NBA7,
CHEMBL4511,Replicative DNA helicase,Q9HUN3,
CHEMBL4512,Fatty acid synthase,Q965D7,
CHEMBL4513,3-oxoacyl-acyl-carrier protein reductase,Q965D6,
CHEMBL4150,Enoyl-acyl-carrier protein reductase,Q965D5,
CHEMBL4151,Hexokinase,Q8ST54,
CHEMBL4152,Peroxisome proliferator-activated receptor delta,Q62879,
CHEMBL4153,Sigma non-opioid intracellular receptor 1,Q60492,
CHEMBL4154,Alpha-glucosidase-like,A0A5S6RD55,
CHEMBL4155,Beta-galactosidase/ beta-glucuronidase,Q2TXB7,
CHEMBL4156,Aldolase,Q27744,
CHEMBL4157,Phospholipase B,P0CP75,
CHEMBL4200,Group 10 secretory phospholipase A2,Q9QXX3,
CHEMBL4201,Group IIE secretory phospholipase A2,Q9QUL3,
CHEMBL4359,UDP-N-acetylmuramoylalanine--D-glutamate ligase,Q97RU8,
CHEMBL4360,Monocarboxylate transporter 1,P53985,ENSG00000155380
CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Q07820,ENSG00000143384
CHEMBL4520,Dipeptidyl peptidase 3,Q9NY33,ENSG00000254986
CHEMBL4521,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Q07973,ENSG00000019186
CHEMBL4676,Voltage-dependent calcium channel subunit alpha-2/delta-1,O08532,
CHEMBL4677,Bcl-2-like protein 2,Q92843,ENSG00000129473
CHEMBL4678,"Branched-chain-amino-acid aminotransferase, cytosolic",P54690,
CHEMBL4679,"Branched-chain-amino-acid aminotransferase, cytosolic",P54687,ENSG00000060982
CHEMBL5133,A disintegrin and metalloproteinase with thrombospondin motifs 1,Q9UHI8,ENSG00000154734
CHEMBL4680,3-dehydroquinate dehydratase,Q48255,
CHEMBL4681,Aldo-keto reductase family 1 member C3,P42330,ENSG00000196139
CHEMBL4682,S-ribosylhomocysteine lyase,Q9Z5X1,
CHEMBL4850,Receptor-type tyrosine-protein phosphatase epsilon,P23469,ENSG00000132334
CHEMBL4161,Urease,P07374,
CHEMBL4162,Protein tyrosine phosphatase type IVA 3,O75365,ENSG00000291470
CHEMBL4163,Toll-like receptor 2,O60603,ENSG00000137462
CHEMBL4164,Cellular tumor antigen p53,P02340,
CHEMBL4378,Phospholipase A2,Q9Z0Y2,
CHEMBL4379,Disintegrin and metalloproteinase domain-containing protein 17,Q9Z0F8,
CHEMBL4534,Putative beta-hexosaminidase,Q9RK76,
CHEMBL4535,Sodium- and chloride-dependent GABA transporter 2,Q9NSD5,ENSG00000010379
CHEMBL4537,Alpha-galactosidase,Q9FXT4,
CHEMBL4538,Cytochrome P450 monooxygenase,Q9FH76,
CHEMBL3937,Genome polyprotein,Q96662,
CHEMBL4751,Cysteine protease,Q95WR6,
CHEMBL4752,Farnesyl diphosphate synthase,Q8WS26,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,ENSG00000182782
CHEMBL3329,Sortase B,Q2FZE3,
CHEMBL3484,Beta-galactosidase,Q59750,
CHEMBL3486,Dihydroorotate dehydrogenase,Q54A96,
CHEMBL3488,Falcipain 2B,Q3HTL5,
CHEMBL3545,Tissue alpha-L-fucosidase,Q2KIM0,
CHEMBL3691,Autotaxin,Q13822,ENSG00000136960
CHEMBL3692,Receptor-type tyrosine-protein phosphatase eta,Q12913,ENSG00000149177
CHEMBL3693,Farnesyl pyrophosphate synthase,Q0GKD7,
CHEMBL4165,DNA gyrase subunit A,P9WG47,
CHEMBL4166,Prostaglandin reductase 1,P97584,
CHEMBL4167,Phospholipase A2 group V,P97391,
CHEMBL4540,Phosphotyrosine-protein phosphatase PTPB,P96830,
CHEMBL4541,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1,P84058,
CHEMBL4542,Low molecular weight protein-tyrosine phosphatase A,P9WIA1,
CHEMBL4543,3-oxoacyl-[acyl-carrier-protein] synthase 2,P9WQD7,
CHEMBL4544,3-oxoacyl-[acyl-carrier-protein] synthase 1,P9WQD9,
CHEMBL4546,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,P62140,ENSG00000213639
CHEMBL4547,Thioredoxin reductase,P61076,
CHEMBL4593,Beta-secretase 1,P56818,
CHEMBL3490,11-beta-hydroxysteroid dehydrogenase type 2,P51661,
CHEMBL3491,Cytochrome P450 2J2,P51589,ENSG00000134716
CHEMBL3492,Proteasome Macropain subunit,P49721,ENSG00000126067
CHEMBL3493,Beta-glucosidase 1,P48825,
CHEMBL3494,Sodium/calcium exchanger 1,P48766,
CHEMBL3495,NADP-dependent malic enzyme,P48163,ENSG00000065833
CHEMBL3496,S-ribosylhomocysteine lyase,P45578,
CHEMBL3694,Cytoplasmic dynein 1 heavy chain 1,P38650,
CHEMBL4658,Beta-xylosidase,P36906,
CHEMBL4659,Proteasome Macropain subunit PRE2,P30656,
CHEMBL4660,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,P28907,ENSG00000004468
CHEMBL4661,Receptor-type tyrosine-protein phosphatase mu,P28827,ENSG00000173482
CHEMBL4662,Proteasome Macropain subunit MB1,P28074,ENSG00000100804
CHEMBL4663,Beta-glucosidase,P27034,
CHEMBL4664,Poly [ADP-ribose] polymerase 1,P27008,
CHEMBL4903,Low molecular weight phosphotyrosine protein phosphatase,P24666,ENSG00000143727
CHEMBL4904,Proteasome component C5,P23724,
CHEMBL4905,Receptor-type tyrosine-protein phosphatase gamma,P23470,ENSG00000144724
CHEMBL4205,Potassium voltage-gated channel subfamily A member 4,P22459,ENSG00000182255
CHEMBL4206,Proteasome Macropain subunit,P22141,
CHEMBL4208,Proteasome component C5,P20618,ENSG00000008018
CHEMBL4369,Strictosidine synthase,P18417,
CHEMBL5168,UDP-N-acetylmuramate--L-alanine ligase,P17952,
CHEMBL4370,UDP-glucuronosyltransferase 2B7,P16662,ENSG00000171234
CHEMBL4371,Beta-amylase,P16098,
CHEMBL4372,Lethal factor,P15917,
CHEMBL4373,Orphan methyltransferase M.SssI,P15840,
CHEMBL4404,Tyrosine-protein phosphatase YopH,P15273,
CHEMBL4405,DNA helicase IV,P15038,
CHEMBL4685,"Indoleamine 2,3-dioxygenase 1",P14902,ENSG00000131203
CHEMBL4732,UDP-N-acetylmuramoylalanine--D-glutamate ligase,P14900,
CHEMBL4910,DNA polymerase III PolC-type,P0C1P9,
CHEMBL4912,Fructose-bisphosphate aldolase class 2,P0AB71,
CHEMBL4913,3-oxoacyl-[acyl-carrier-protein] synthase 1,P0A953,
CHEMBL4914,Beta-ketoacyl-[acyl-carrier-protein] synthase III,P0A6R0,
CHEMBL4915,Galectin-1,P09382,ENSG00000100097
CHEMBL4916,"Fructose-bisphosphate aldolase, glycosomal",P07752,
CHEMBL4854,DNA-directed RNA polymerase,P07659,
CHEMBL4169,Voltage-dependent L-type calcium channel subunit alpha-1S,P07293,
CHEMBL4168,Beta-glucosidase,P06835,
CHEMBL4215,Alpha-amylase,P06278,
CHEMBL4325,Aminopeptidase N,P04825,
CHEMBL4692,HLA class II histocompatibility antigen gamma chain,P04233,ENSG00000019582
CHEMBL4693,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,P04191,
CHEMBL4695,Fructose-bisphosphate aldolase A,P00883,
CHEMBL4696,"Glycogen phosphorylase, muscle form",P00489,
CHEMBL4697,Hexose transporter 1,O97467,
CHEMBL4698,"Malonyl-CoA decarboxylase, mitochondrial",O95822,ENSG00000103150
CHEMBL5170,"Actin, cytoplasmic 1",O93400,
CHEMBL3985,Voltage-dependent calcium channel alpha2delta subunit,O77773,
CHEMBL3986,GABA receptor subunit,Q75NA5,
CHEMBL4978,UDP-glucuronosyltransferase 2B17,O75795,ENSG00000197888
CHEMBL4098,Cathepsin S,O70370,
CHEMBL3317,5-lipoxygenase,O49150,
CHEMBL3318,Tyrosinase,O42713,
CHEMBL3319,"Branched-chain-amino-acid aminotransferase, mitochondrial",O35854,
CHEMBL5171,S-ribosylhomocysteine lyase,O34667,
CHEMBL4211,Carbonic anhydrase,O24855,
CHEMBL4212,Heparan sulfate 2-O-sulfotransferase 1,O08889,
CHEMBL4213,Cell division protein FtsZ,P9WN95,
CHEMBL5172,Cytosolic endo-beta-N-acetylglucosaminidase,Q8NFI3,ENSG00000167280
CHEMBL4214,Avian myoblastosis virus polyprotein II,Q86831,
CHEMBL5981,Genome polyprotein,Q69422,
CHEMBL5980,Genome polyprotein,P29990,
CHEMBL5173,Orotidine phosphate decarboxylase,Q8T6J6,
CHEMBL4313,Aminoglycoside acetyltransferase,Q70E71,
CHEMBL4314,Imipenem-hydrolyzing beta-lactamase,P52663,
CHEMBL4855,2-dehydropantoate 2-reductase,P0A9J4,
CHEMBL4856,Enterobactin synthase component E,P10378,
CHEMBL4857,Methionine aminopeptidase,P56218,
CHEMBL4858,Orotidine 5'-phosphate decarboxylase,P03962,
CHEMBL5174,Neuropilin-1,O14786,ENSG00000099250
CHEMBL4159,3-hydroxyacyl-CoA dehydrogenase type-2,Q99714,ENSG00000072506
CHEMBL4160,Cathepsin Z,Q9UBR2,ENSG00000101160
CHEMBL4326,Long-chain fatty acid transport protein 2,O14975,ENSG00000140284
CHEMBL4327,Long-chain fatty acid transport protein 4,Q6P1M0,ENSG00000167114
CHEMBL5196,Long-chain fatty acid transport protein 5,Q9Y2P5,ENSG00000083807
CHEMBL4328,Betaine--homocysteine S-methyltransferase 1,Q93088,ENSG00000145692
CHEMBL4374,Photoreceptor-specific nuclear receptor,Q9Y5X4,ENSG00000278570
CHEMBL4375,SRSF protein kinase 1,Q96SB4,ENSG00000096063
CHEMBL4376,Dual specificity tyrosine-phosphorylation-regulated kinase 2,Q92630,ENSG00000127334
CHEMBL4377,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,P63092,ENSG00000087460
CHEMBL4699,Protein-S-isoprenylcysteine O-methyltransferase,O60725,ENSG00000116237
CHEMBL4700,Tryptase,P15944,
CHEMBL4748,Endoplasmin,P41148,
CHEMBL4749,Tryptase,Q02844,
CHEMBL4750,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Q61214,
CHEMBL3783,Fatty acid synthase,P12785,
CHEMBL3320,Tryptase,P27435,
CHEMBL3321,Monoglyceride lipase,Q8R431,
CHEMBL3322,Prostacyclin receptor,P43253,
CHEMBL3323,Cytochrome P450 3A1,P04800,
CHEMBL3324,Cytochrome P450 3A2,P05183,
CHEMBL3325,Solute carrier family 15 member 2,Q63424,
CHEMBL3326,Beta-lactamase L1,P52700,
CHEMBL3327,Dihydrofolate reductase,Q27552,
CHEMBL3328,Deoxyuridine triphosphatase,Q4DI50,
CHEMBL2291,Prostaglandin D2 receptor 2,Q9Z2J6,
CHEMBL2211,Aurora kinase A,P97477,
CHEMBL3497,Casein kinase I homolog 1,P23291,
CHEMBL3540,Chemerin-like receptor 1,Q99788,ENSG00000174600
CHEMBL3541,Histone deacetylase HD1B,Q9ZTP8,
CHEMBL3542,Serine/threonine-protein kinase NIM1,Q8IY84,ENSG00000177453
CHEMBL5197,Serine/threonine-protein kinase SULU,P46549,
CHEMBL3543,P2Y purinoceptor 6,Q63371,
CHEMBL3544,Nuclear receptor subfamily 5 group A member 2,O00482,ENSG00000116833
CHEMBL4666,Steroidogenic factor 1,Q13285,ENSG00000136931
CHEMBL4665,Thymidylate synthase,P0CS13,
CHEMBL4667,Group 3 secretory phospholipase A2,Q9NZ20,ENSG00000100078
CHEMBL4668,Purine nucleoside phosphorylase,Q2HXR2,
CHEMBL4669,Histone acetyltransferase GCN5,Q03330,
CHEMBL5198,Mitogen-activated protein kinase 15,Q8TD08,ENSG00000274205
CHEMBL4670,MAP kinase-activated protein kinase 3,Q16644,ENSG00000114738
CHEMBL4718,MAP kinase-interacting serine/threonine-protein kinase 1,Q9BUB5,ENSG00000079277
CHEMBL4849,Serine/threonine-protein kinase Nek7,Q8TDX7,ENSG00000151414
CHEMBL4514,Casein kinase II subunit alpha,P28523,
CHEMBL4515,EKC/KEOPS complex subunit BUD32,P53323,
CHEMBL4516,Serine/threonine-protein kinase MRCK alpha,Q5VT25,ENSG00000143776
CHEMBL5199,Angiopoietin-1 receptor,Q02858,
CHEMBL4517,Tyrosine-protein kinase Fyn,P39688,
CHEMBL4518,P2Y purinoceptor 14,Q15391,ENSG00000174944
CHEMBL4519,Serine/threonine-protein kinase PLK1,P70032,
CHEMBL4574,Serine/threonine-protein kinase BRSK2,Q8IWQ3,ENSG00000291428
CHEMBL4575,Dual specificity tyrosine-phosphorylation-regulated kinase 3,O43781,ENSG00000143479
CHEMBL4576,Homeodomain-interacting protein kinase 2,Q9H2X6,ENSG00000064393
CHEMBL4577,Homeodomain-interacting protein kinase 3,Q9H422,ENSG00000110422
CHEMBL4578,Maternal embryonic leucine zipper kinase,Q14680,ENSG00000165304
CHEMBL5407,Serine/threonine-protein kinase pim-3,Q86V86,ENSG00000198355
CHEMBL5408,Serine/threonine-protein kinase TBK1,Q9UHD2,ENSG00000183735
CHEMBL5409,G-protein coupled bile acid receptor 1,Q8TDU6,ENSG00000179921
CHEMBL5410,C-C chemokine receptor type 4,P51680,
CHEMBL5411,Free fatty acid receptor 1,Q76JU9,
CHEMBL5412,C-C chemokine receptor type 2,P51683,
CHEMBL5200,C-X-C chemokine receptor type 3,O88410,
CHEMBL5413,KiSS-1 receptor,Q969F8,ENSG00000116014
CHEMBL5414,Beta-2 adrenergic receptor,Q8K4Z4,
CHEMBL5492,Nociceptin receptor,P47748,
CHEMBL5015,Ghrelin receptor,Q8MHZ5,
CHEMBL5201,Free fatty acid receptor 3,O14843,ENSG00000185897
