ensembl_id,efo_id_norm,target_name,disease_name,phase,label
ENSG00000080573,EFO_0009606,COL5A3,macular degeneration,2,0
ENSG00000080573,EFO_1000438,COL5A3,Palmar Fibromatosis,4,1
ENSG00000080573,EFO_1000466,COL5A3,Penile Fibromatosis,4,1
ENSG00000080573,EFO_1000941,COL5A3,frozen shoulder,2,0
ENSG00000080573,EFO_1001157,COL5A3,retinal vein occlusion,1,0
ENSG00000080573,EFO_1001231,COL5A3,uveitis,1,0
ENSG00000080573,EFO_1001434,COL5A3,Tendinopathy,1,0
ENSG00000080573,EFO_1001459,COL5A3,diabetic foot,1,0
ENSG00000080573,HP_0000479,COL5A3,Abnormal retinal morphology,4,1
ENSG00000080573,HP_0003549,COL5A3,Abnormality of connective tissue,4,1
ENSG00000080573,HP_0012227,COL5A3,Urethral stricture,2,0
ENSG00000080573,HP_0200042,COL5A3,Skin ulcer,4,1
ENSG00000080573,MONDO_0019338,COL5A3,sarcoidosis,4,1
ENSG00000080573,MONDO_0043839,COL5A3,ulcer disease,4,1
ENSG00000080644,EFO_0000341,CHRNA3,chronic obstructive pulmonary disease,2,0
ENSG00000080644,EFO_0000555,CHRNA3,irritable bowel syndrome,2,0
ENSG00000080644,EFO_0001060,CHRNA3,celiac disease,2,0
ENSG00000080644,EFO_1000906,CHRNA3,dry eye syndrome,2,0
ENSG00000080644,EFO_1000948,CHRNA3,gastroparesis,1,0
ENSG00000080644,MONDO_0002050,CHRNA3,depressive disorder,2,0
ENSG00000080644,MONDO_0004979,CHRNA3,asthma,2,0
ENSG00000080644,MONDO_0100233,CHRNA3,long COVID-19,2,0
ENSG00000080815,EFO_0000349,PSEN1,clear cell renal carcinoma,2,0
ENSG00000080815,EFO_0000616,PSEN1,neoplasm,4,1
ENSG00000080815,EFO_0000681,PSEN1,renal cell carcinoma,2,0
ENSG00000080815,EFO_0000756,PSEN1,melanoma,2,0
ENSG00000080815,EFO_0001075,PSEN1,ovarian carcinoma,2,0
ENSG00000080815,EFO_0001378,PSEN1,multiple myeloma,2,0
ENSG00000080815,EFO_0003060,PSEN1,non-small cell lung carcinoma,2,0
ENSG00000080815,EFO_0003869,PSEN1,breast neoplasm,2,0
ENSG00000080815,EFO_0009907,PSEN1,Desmoid-type fibromatosis,4,1
ENSG00000080815,EFO_1000251,PSEN1,Fallopian Tube Carcinoma,2,0
ENSG00000080815,EFO_1000657,PSEN1,rectum cancer,2,0
ENSG00000080815,MONDO_0007254,PSEN1,breast cancer,2,0
ENSG00000080815,MONDO_0008315,PSEN1,prostate cancer,2,0
ENSG00000080815,MONDO_0021063,PSEN1,malignant colon neoplasm,2,0
ENSG00000080824,EFO_0000095,HSP90AA1,chronic lymphocytic leukemia,1,0
ENSG00000080824,EFO_0000182,HSP90AA1,hepatocellular carcinoma,1,0
ENSG00000080824,EFO_0000183,HSP90AA1,Hodgkins lymphoma,2,0
ENSG00000080824,EFO_0000305,HSP90AA1,breast carcinoma,2,0
ENSG00000080824,EFO_0000389,HSP90AA1,cutaneous melanoma,2,0
ENSG00000080824,EFO_0000501,HSP90AA1,follicular thyroid carcinoma,2,0
ENSG00000080824,EFO_0000565,HSP90AA1,leukemia,1,0
ENSG00000080824,EFO_0000574,HSP90AA1,lymphoma,2,0
ENSG00000080824,EFO_0000616,HSP90AA1,neoplasm,1,0
ENSG00000080824,EFO_0000641,HSP90AA1,papillary thyroid carcinoma,2,0
ENSG00000080824,EFO_0000673,HSP90AA1,prostate adenocarcinoma,2,0
ENSG00000080824,EFO_0000702,HSP90AA1,small cell lung carcinoma,2,0
ENSG00000080824,EFO_0000756,HSP90AA1,melanoma,2,0
ENSG00000080824,EFO_0000770,HSP90AA1,malignant pleural mesothelioma,1,0
ENSG00000080824,EFO_0002617,HSP90AA1,metastatic melanoma,2,0
ENSG00000080824,EFO_0003032,HSP90AA1,anaplastic large cell lymphoma,2,0
ENSG00000080824,EFO_0003085,HSP90AA1,dedifferentiated liposarcoma,2,0
ENSG00000080824,EFO_0004251,HSP90AA1,myeloproliferative disorder,2,0
ENSG00000080824,EFO_1000657,HSP90AA1,rectum cancer,1,0
ENSG00000080824,EFO_1001469,HSP90AA1,Mantle cell lymphoma,2,0
ENSG00000080824,MONDO_0001056,HSP90AA1,gastric cancer,2,0
ENSG00000080824,MONDO_0002120,HSP90AA1,neuroendocrine carcinoma,1,0
ENSG00000080824,MONDO_0002367,HSP90AA1,kidney cancer,2,0
ENSG00000080824,MONDO_0004992,HSP90AA1,cancer,2,0
ENSG00000080824,MONDO_0007254,HSP90AA1,breast cancer,2,0
ENSG00000080824,MONDO_0008315,HSP90AA1,prostate cancer,1,0
ENSG00000080824,MONDO_0008903,HSP90AA1,lung cancer,2,0
ENSG00000080824,MONDO_0015277,HSP90AA1,medullary thyroid gland carcinoma,2,0
ENSG00000080824,MONDO_0044881,HSP90AA1,hematopoietic and lymphoid cell neoplasm,1,0
ENSG00000081052,EFO_0000712,COL4A4,stroke,2,0
ENSG00000081052,EFO_0000759,COL4A4,lipoma,2,0
ENSG00000081052,EFO_0003899,COL4A4,contracture,2,0
ENSG00000081052,EFO_0003907,COL4A4,deep vein thrombosis,2,0
ENSG00000081052,EFO_0003966,COL4A4,eye disease,4,1
ENSG00000081052,EFO_0004229,COL4A4,Dupuytren Contracture,4,1
ENSG00000081052,EFO_0009085,COL4A4,arterial occlusive disease,2,0
ENSG00000081052,EFO_0009321,COL4A4,diabetic macular edema,2,0
ENSG00000081052,EFO_0009606,COL4A4,macular degeneration,2,0
ENSG00000081052,EFO_0009708,COL4A4,metastasis,1,0
ENSG00000081052,EFO_1000438,COL4A4,Palmar Fibromatosis,4,1
ENSG00000081052,EFO_1000466,COL4A4,Penile Fibromatosis,4,1
ENSG00000081052,EFO_1000941,COL4A4,frozen shoulder,2,0
ENSG00000081052,EFO_1001157,COL4A4,retinal vein occlusion,1,0
ENSG00000081052,EFO_1001231,COL4A4,uveitis,1,0
ENSG00000081052,EFO_1001434,COL4A4,Tendinopathy,1,0
ENSG00000081052,EFO_1001459,COL4A4,diabetic foot,1,0
ENSG00000081052,HP_0000479,COL4A4,Abnormal retinal morphology,4,1
ENSG00000081052,HP_0003549,COL4A4,Abnormality of connective tissue,4,1
ENSG00000081052,HP_0012227,COL4A4,Urethral stricture,2,0
ENSG00000081052,HP_0200042,COL4A4,Skin ulcer,4,1
ENSG00000081052,MONDO_0004992,COL4A4,cancer,1,0
ENSG00000081052,MONDO_0019338,COL4A4,sarcoidosis,4,1
ENSG00000081052,MONDO_0043839,COL4A4,ulcer disease,4,1
ENSG00000081248,EFO_0000275,CACNA1S,atrial fibrillation,4,1
ENSG00000081248,EFO_0000319,CACNA1S,cardiovascular disease,4,1
ENSG00000081248,EFO_0000341,CACNA1S,chronic obstructive pulmonary disease,4,1
ENSG00000081248,EFO_0000373,CACNA1S,congestive heart failure,4,1
ENSG00000081248,EFO_0000400,CACNA1S,diabetes mellitus,4,1
ENSG00000081248,EFO_0000474,CACNA1S,epilepsy,4,1
ENSG00000081248,EFO_0000537,CACNA1S,hypertension,4,1
ENSG00000081248,EFO_0000545,CACNA1S,infertility,2,0
ENSG00000081248,EFO_0000555,CACNA1S,irritable bowel syndrome,2,0
ENSG00000081248,EFO_0000612,CACNA1S,myocardial infarction,4,1
ENSG00000081248,EFO_0000701,CACNA1S,skin disease,1,0
ENSG00000081248,EFO_0000712,CACNA1S,stroke,4,1
ENSG00000081248,EFO_0000764,CACNA1S,HIV infection,2,0
ENSG00000081248,EFO_0001645,CACNA1S,coronary artery disease,4,1
ENSG00000081248,EFO_0002610,CACNA1S,cocaine dependence,2,0
ENSG00000081248,EFO_0002756,CACNA1S,fasting,1,0
ENSG00000081248,EFO_0002950,CACNA1S,pregnancy,1,0
ENSG00000081248,EFO_0003060,CACNA1S,non-small cell lung carcinoma,2,0
ENSG00000081248,EFO_0003086,CACNA1S,kidney disease,1,0
ENSG00000081248,EFO_0003100,CACNA1S,peripheral neuropathy,2,0
ENSG00000081248,EFO_0003108,CACNA1S,essential tremor,1,0
ENSG00000081248,EFO_0003144,CACNA1S,heart failure,4,1
ENSG00000081248,EFO_0003756,CACNA1S,autism spectrum disorder,1,0
ENSG00000081248,EFO_0003763,CACNA1S,cerebrovascular disorder,1,0
ENSG00000081248,EFO_0003768,CACNA1S,nicotine dependence,2,0
ENSG00000081248,EFO_0003870,CACNA1S,brain aneurysm,1,0
ENSG00000081248,EFO_0003884,CACNA1S,chronic kidney disease,2,0
ENSG00000081248,EFO_0003890,CACNA1S,drug dependence,2,0
ENSG00000081248,EFO_0003911,CACNA1S,atrial flutter,2,0
ENSG00000081248,EFO_0003913,CACNA1S,angina pectoris,4,1
ENSG00000081248,EFO_0004225,CACNA1S,Coronary Vasospasm,4,1
ENSG00000081248,EFO_0004264,CACNA1S,vascular disease,1,0
ENSG00000081248,EFO_0004269,CACNA1S,cardiac arrhythmia,4,1
ENSG00000081248,EFO_0004270,CACNA1S,restless legs syndrome,4,1
ENSG00000081248,EFO_0004319,CACNA1S,smoking cessation,1,0
ENSG00000081248,EFO_0004911,CACNA1S,familial hypercholesterolemia,4,1
ENSG00000081248,EFO_0005239,CACNA1S,aortic valve calcification,2,0
ENSG00000081248,EFO_0005323,CACNA1S,post-operative sign or symptom,2,0
ENSG00000081248,EFO_0005407,CACNA1S,psychosis,1,0
ENSG00000081248,EFO_0005687,CACNA1S,fibromyalgia,4,1
ENSG00000081248,EFO_0005762,CACNA1S,neuropathic pain,4,1
ENSG00000081248,EFO_0006788,CACNA1S,anxiety disorder,4,1
ENSG00000081248,EFO_0007191,CACNA1S,cannabis dependence,2,0
ENSG00000081248,EFO_0009430,CACNA1S,neuralgia,4,1
ENSG00000081248,EFO_0009690,CACNA1S,urinary system disease,4,1
ENSG00000081248,EFO_0009846,CACNA1S,muscle cramp,2,0
ENSG00000081248,EFO_0010282,CACNA1S,gastrointestinal disease,4,1
ENSG00000081248,EFO_1000013,CACNA1S,Prinzmetal's angina,4,1
ENSG00000081248,EFO_1000971,CACNA1S,hyperemesis gravidarum,2,0
ENSG00000081248,EFO_1000994,CACNA1S,intracranial vasospasm,2,0
ENSG00000081248,EFO_1001250,CACNA1S,rotator cuff tear,2,0
ENSG00000081248,EFO_1001496,CACNA1S,Autosomal dominant polycystic kidney disease,2,0
ENSG00000081248,EFO_1001800,CACNA1S,Intervertebral Disc Displacement,2,0
ENSG00000081248,EFO_1001884,CACNA1S,dental phobia,2,0
ENSG00000081248,EFO_1001898,CACNA1S,mucositis,2,0
ENSG00000081248,EFO_1001998,CACNA1S,complex regional pain syndrome,2,0
ENSG00000081248,HP_0000083,CACNA1S,Renal insufficiency,1,0
ENSG00000081248,HP_0000989,CACNA1S,Pruritus,2,0
ENSG00000081248,HP_0001250,CACNA1S,Seizure,4,1
ENSG00000081248,HP_0001873,CACNA1S,Thrombocytopenia,2,0
ENSG00000081248,HP_0002018,CACNA1S,Nausea,2,0
ENSG00000081248,HP_0002019,CACNA1S,Constipation,1,0
ENSG00000081248,HP_0002321,CACNA1S,Vertigo,4,1
ENSG00000081248,HP_0002384,CACNA1S,Focal impaired awareness seizure,4,1
ENSG00000081248,HP_0003124,CACNA1S,Hypercholesterolemia,4,1
ENSG00000081248,HP_0003419,CACNA1S,Low back pain,2,0
ENSG00000081248,HP_0007359,CACNA1S,Focal-onset seizure,4,1
ENSG00000081248,HP_0009588,CACNA1S,Vestibular schwannoma,2,0
ENSG00000081248,HP_0012735,CACNA1S,Cough,1,0
ENSG00000081248,MONDO_0002046,CACNA1S,alcohol abuse,2,0
ENSG00000081248,MONDO_0004892,CACNA1S,refractive error,1,0
ENSG00000081248,MONDO_0004985,CACNA1S,bipolar disorder,2,0
ENSG00000081248,MONDO_0004992,CACNA1S,cancer,2,0
ENSG00000081248,MONDO_0005178,CACNA1S,osteoarthritis,4,1
ENSG00000081248,MONDO_0005277,CACNA1S,migraine disorder,2,0
ENSG00000081248,MONDO_0011382,CACNA1S,sickle cell disease,2,0
ENSG00000081248,MONDO_0017413,CACNA1S,Reunion island Larsen syndrome,1,0
ENSG00000081248,MONDO_0018479,CACNA1S,congenital adrenal hyperplasia,1,0
ENSG00000081248,MONDO_0021187,CACNA1S,hyperlipidemia,4,1
ENSG00000081248,MONDO_0041052,CACNA1S,postherpetic neuralgia,4,1
ENSG00000081248,MONDO_0043797,CACNA1S,spinal cord injury,4,1
ENSG00000081248,Orphanet_294049,CACNA1S,Reunion Island's Larsen syndrome,1,0
ENSG00000081248,Orphanet_79292,CACNA1S,Fish-eye disease,1,0
ENSG00000082175,EFO_0000095,PGR,chronic lymphocytic leukemia,1,0
ENSG00000082175,EFO_0000180,PGR,HIV-1 infection,2,0
ENSG00000082175,EFO_0000198,PGR,myelodysplastic syndrome,2,0
ENSG00000082175,EFO_0000284,PGR,benign prostatic hyperplasia,2,0
ENSG00000082175,EFO_0000341,PGR,chronic obstructive pulmonary disease,2,0
ENSG00000082175,EFO_0000400,PGR,diabetes mellitus,1,0
ENSG00000082175,EFO_0000432,PGR,breast ductal carcinoma in situ,1,0
ENSG00000082175,EFO_0000536,PGR,hyperplasia,4,1
ENSG00000082175,EFO_0000545,PGR,infertility,4,1
ENSG00000082175,EFO_0000616,PGR,neoplasm,4,1
ENSG00000082175,EFO_0000673,PGR,prostate adenocarcinoma,2,0
ENSG00000082175,EFO_0000765,PGR,AIDS,4,1
ENSG00000082175,EFO_0001065,PGR,endometriosis,4,1
ENSG00000082175,EFO_0001075,PGR,ovarian carcinoma,2,0
ENSG00000082175,EFO_0001358,PGR,post-traumatic stress disorder,2,0
ENSG00000082175,EFO_0001421,PGR,liver disease,1,0
ENSG00000082175,EFO_0002687,PGR,ischemia reperfusion injury,2,0
ENSG00000082175,EFO_0002890,PGR,renal carcinoma,4,1
ENSG00000082175,EFO_0003014,PGR,breast fibrocystic disease,4,1
ENSG00000082175,EFO_0003047,PGR,hepatitis C virus infection,2,0
ENSG00000082175,EFO_0003086,PGR,kidney disease,1,0
ENSG00000082175,EFO_0003099,PGR,Cushing syndrome,4,1
ENSG00000082175,EFO_0003768,PGR,nicotine dependence,2,0
ENSG00000082175,EFO_0003882,PGR,osteoporosis,4,1
ENSG00000082175,EFO_0003894,PGR,acne,4,1
ENSG00000082175,EFO_0003917,PGR,premature birth,4,1
ENSG00000082175,EFO_0004230,PGR,endometrial neoplasm,2,0
ENSG00000082175,EFO_0004701,PGR,methamphetamine dependence,1,0
ENSG00000082175,EFO_0005204,PGR,bulimia nervosa,2,0
ENSG00000082175,EFO_0007160,PGR,autoimmune thrombocytopenic purpura,2,0
ENSG00000082175,EFO_0007191,PGR,cannabis dependence,2,0
ENSG00000082175,EFO_0007312,PGR,HIV wasting syndrome,2,0
ENSG00000082175,EFO_0007430,PGR,persian gulf syndrome,1,0
ENSG00000082175,EFO_0007442,PGR,placenta praevia,2,0
ENSG00000082175,EFO_0007453,PGR,postpartum depression,2,0
ENSG00000082175,EFO_0009006,PGR,hyperandrogenism,2,0
ENSG00000082175,EFO_0009321,PGR,diabetic macular edema,2,0
ENSG00000082175,EFO_0009520,PGR,contraception,4,1
ENSG00000082175,EFO_0009682,PGR,pregnancy disorder,1,0
ENSG00000082175,EFO_0009784,PGR,central serous retinopathy,2,0
ENSG00000082175,EFO_0010270,PGR,Menstrual disorder,4,1
ENSG00000082175,EFO_1000098,PGR,Atypical Endometrial Hyperplasia,4,1
ENSG00000082175,EFO_1000645,PGR,orthostatic intolerance,2,0
ENSG00000082175,EFO_1000710,PGR,hidradenitis suppurativa,2,0
ENSG00000082175,EFO_1001366,PGR,mastodynia,2,0
ENSG00000082175,EFO_1001465,PGR,gliosarcoma,1,0
ENSG00000082175,EFO_1001512,PGR,endometrial carcinoma,2,0
ENSG00000082175,HP_0000131,PGR,Uterine leiomyoma,4,1
ENSG00000082175,HP_0000132,PGR,Menorrhagia,4,1
ENSG00000082175,HP_0000138,PGR,Ovarian cyst,1,0
ENSG00000082175,HP_0000739,PGR,Anxiety,1,0
ENSG00000082175,HP_0002039,PGR,Anorexia,4,1
ENSG00000082175,HP_0004326,PGR,Cachexia,4,1
ENSG00000082175,HP_0008209,PGR,Premature ovarian insufficiency,2,0
ENSG00000082175,HP_0012076,PGR,Borderline personality disorder,2,0
ENSG00000082175,HP_0012531,PGR,Pain,4,1
ENSG00000082175,HP_0100607,PGR,Dysmenorrhea,4,1
ENSG00000082175,MONDO_0001572,PGR,leiomyoma,4,1
ENSG00000082175,MONDO_0001836,PGR,amenorrhea,4,1
ENSG00000082175,MONDO_0002046,PGR,alcohol abuse,2,0
ENSG00000082175,MONDO_0002087,PGR,peritoneum cancer,2,0
ENSG00000082175,MONDO_0002146,PGR,hypogonadism,4,1
ENSG00000082175,MONDO_0002158,PGR,fallopian tube cancer,2,0
ENSG00000082175,MONDO_0002715,PGR,uterine cancer,2,0
ENSG00000082175,MONDO_0003778,PGR,inborn error of immunity,4,1
ENSG00000082175,MONDO_0004975,PGR,Alzheimer disease,2,0
ENSG00000082175,MONDO_0004985,PGR,bipolar disorder,2,0
ENSG00000082175,MONDO_0005148,PGR,type 2 diabetes mellitus,1,0
ENSG00000082175,MONDO_0005277,PGR,migraine disorder,2,0
ENSG00000082175,MONDO_0007079,PGR,alcohol dependence,2,0
ENSG00000082175,MONDO_0007254,PGR,breast cancer,4,1
ENSG00000082175,MONDO_0007309,PGR,Charcot-Marie-Tooth disease type 1A,2,0
ENSG00000082175,MONDO_0008170,PGR,ovarian cancer,2,0
ENSG00000082175,MONDO_0009061,PGR,cystic fibrosis,1,0
ENSG00000082175,MONDO_0010888,PGR,adenomyosis,2,0
ENSG00000082175,MONDO_0011962,PGR,endometrial cancer,2,0
ENSG00000082175,MONDO_0015780,PGR,dyskeratosis congenita,1,0
ENSG00000082175,MONDO_0015909,PGR,aplastic anemia,1,0
ENSG00000082175,MONDO_0018896,PGR,thrombotic thrombocytopenic purpura,2,0
ENSG00000082175,MONDO_0019391,PGR,Fanconi anemia,1,0
ENSG00000082175,MONDO_0022394,PGR,cervical intraepithelial neoplasia,2,0
ENSG00000082175,MONDO_0100096,PGR,COVID-19,2,0
ENSG00000082175,MP_0001914,PGR,hemorrhage,4,1
ENSG00000082482,EFO_0000713,KCNK2,subarachnoid hemorrhage,2,0
ENSG00000082482,EFO_0001073,KCNK2,obesity,2,0
ENSG00000082482,EFO_0003777,KCNK2,heart disease,1,0
ENSG00000082482,EFO_0003890,KCNK2,drug dependence,2,0
ENSG00000082482,EFO_0005207,KCNK2,congenital heart disease,2,0
ENSG00000082482,EFO_0005323,KCNK2,post-operative sign or symptom,1,0
ENSG00000082482,EFO_0005611,KCNK2,opioid dependence,2,0
ENSG00000082482,EFO_0006834,KCNK2,septic shock,2,0
ENSG00000082482,EFO_0008583,KCNK2,acute myocardial infarction,2,0
ENSG00000082482,EFO_0009267,KCNK2,delirium,2,0
ENSG00000082482,EFO_1001949,KCNK2,colon adenocarcinoma,2,0
ENSG00000082482,MONDO_0001039,KCNK2,tonsillitis,2,0
ENSG00000082482,MONDO_0002492,KCNK2,acute kidney injury,2,0
ENSG00000082482,MONDO_0021698,KCNK2,alcohol-related disorders,2,0
ENSG00000082482,MONDO_0043510,KCNK2,brain injury,2,0
ENSG00000082482,MP_0001845,KCNK2,inflammation,1,0
ENSG00000082556,EFO_0000181,OPRK1,head and neck squamous cell carcinoma,2,0
ENSG00000082556,EFO_0000196,OPRK1,metastatic prostate cancer,2,0
ENSG00000082556,EFO_0000274,OPRK1,atopic eczema,1,0
ENSG00000082556,EFO_0000384,OPRK1,Crohn's disease,2,0
ENSG00000082556,EFO_0000676,OPRK1,psoriasis,1,0
ENSG00000082556,EFO_0000677,OPRK1,mental or behavioural disorder,1,0
ENSG00000082556,EFO_0000694,OPRK1,severe acute respiratory syndrome,2,0
ENSG00000082556,EFO_0001073,OPRK1,obesity,4,1
ENSG00000082556,EFO_0001421,OPRK1,liver disease,4,1
ENSG00000082556,EFO_0003086,OPRK1,kidney disease,1,0
ENSG00000082556,EFO_0003884,OPRK1,chronic kidney disease,4,1
ENSG00000082556,EFO_0003890,OPRK1,drug dependence,4,1
ENSG00000082556,EFO_0004242,OPRK1,obsessive-compulsive disorder,2,0
ENSG00000082556,EFO_0004329,OPRK1,alcohol drinking,2,0
ENSG00000082556,EFO_0005203,OPRK1,eating disorder,2,0
ENSG00000082556,EFO_0005323,OPRK1,post-operative sign or symptom,2,0
ENSG00000082556,EFO_0005611,OPRK1,opioid dependence,4,1
ENSG00000082556,EFO_0006834,OPRK1,septic shock,4,1
ENSG00000082556,EFO_0007191,OPRK1,cannabis dependence,2,0
ENSG00000082556,EFO_0007224,OPRK1,coronavirus infectious disease,2,0
ENSG00000082556,EFO_0008507,OPRK1,interstitial cystitis,2,0
ENSG00000082556,EFO_0009854,OPRK1,treatment resistant depression,2,0
ENSG00000082556,EFO_0009963,OPRK1,bipolar I disorder,4,1
ENSG00000082556,EFO_0020911,OPRK1,overdose,4,1
ENSG00000082556,EFO_1000637,OPRK1,acute respiratory distress syndrome,2,0
ENSG00000082556,EFO_1000906,OPRK1,dry eye syndrome,2,0
ENSG00000082556,EFO_1001250,OPRK1,rotator cuff tear,2,0
ENSG00000082556,HP_0000739,OPRK1,Anxiety,2,0
ENSG00000082556,HP_0000989,OPRK1,Pruritus,4,1
ENSG00000082556,HP_0002315,OPRK1,Headache,4,1
ENSG00000082556,HP_0003394,OPRK1,Muscle spasm,4,1
ENSG00000082556,HP_0003419,OPRK1,Low back pain,4,1
ENSG00000082556,HP_0012378,OPRK1,Fatigue,2,0
ENSG00000082556,HP_0012531,OPRK1,Pain,4,1
ENSG00000082556,HP_0012532,OPRK1,Chronic pain,4,1
ENSG00000082556,HP_0025502,OPRK1,Overweight,4,1
ENSG00000082556,MONDO_0000594,OPRK1,pervasive developmental disorder,1,0
ENSG00000082556,MONDO_0001583,OPRK1,diabetic polyneuropathy,2,0
ENSG00000082556,MONDO_0002009,OPRK1,major depressive disorder,4,1
ENSG00000082556,MONDO_0004456,OPRK1,cocaine abuse,1,0
ENSG00000082556,MONDO_0004567,OPRK1,ileus,2,0
ENSG00000082556,MONDO_0005090,OPRK1,schizophrenia,4,1
ENSG00000082556,MONDO_0005178,OPRK1,osteoarthritis,4,1
ENSG00000082556,MONDO_0005277,OPRK1,migraine disorder,4,1
ENSG00000082556,MONDO_0007079,OPRK1,alcohol dependence,4,1
ENSG00000082556,MONDO_0007254,OPRK1,breast cancer,2,0
ENSG00000082556,MONDO_0011382,OPRK1,sickle cell disease,2,0
ENSG00000082556,MONDO_0013189,OPRK1,trichotillomania,2,0
ENSG00000082556,MONDO_0024327,OPRK1,chronic renal failure syndrome,1,0
ENSG00000082556,MONDO_0100096,OPRK1,COVID-19,2,0
ENSG00000082556,MONDO_0100233,OPRK1,long COVID-19,2,0
ENSG00000082701,EFO_0000565,GSK3B,leukemia,2,0
ENSG00000082701,EFO_0000637,GSK3B,osteosarcoma,2,0
ENSG00000082701,EFO_0000702,GSK3B,small cell lung carcinoma,1,0
ENSG00000082701,EFO_0009963,GSK3B,bipolar I disorder,4,1
ENSG00000082701,EFO_0011023,GSK3B,concussion,1,0
ENSG00000082701,EFO_1001050,GSK3B,multiple system atrophy,2,0
ENSG00000082701,EFO_1001901,GSK3B,neuroendocrine neoplasm,2,0
ENSG00000082701,MONDO_0002009,GSK3B,major depressive disorder,4,1
ENSG00000082701,MONDO_0004975,GSK3B,Alzheimer disease,2,0
ENSG00000082701,MONDO_0004985,GSK3B,bipolar disorder,4,1
ENSG00000082701,MONDO_0004992,GSK3B,cancer,1,0
ENSG00000082701,MONDO_0005180,GSK3B,Parkinson disease,1,0
ENSG00000082701,MONDO_0005301,GSK3B,multiple sclerosis,1,0
ENSG00000082701,MONDO_0007739,GSK3B,Huntington disease,2,0
ENSG00000082701,MONDO_0008119,GSK3B,spinocerebellar ataxia type 1,1,0
ENSG00000082701,MONDO_0008315,GSK3B,prostate cancer,1,0
ENSG00000082701,MONDO_0008458,GSK3B,spinocerebellar ataxia type 2,2,0
ENSG00000082701,MONDO_0015277,GSK3B,medullary thyroid gland carcinoma,2,0
ENSG00000082701,MONDO_0015667,GSK3B,acute myeloid leukemia by FAB classification,2,0
ENSG00000082701,MONDO_0017276,GSK3B,frontotemporal dementia,2,0
ENSG00000082701,MONDO_0018982,GSK3B,Niemann-Pick disease type C,1,0
ENSG00000082701,MONDO_0019037,GSK3B,progressive supranuclear palsy,1,0
ENSG00000082701,MONDO_0022308,GSK3B,corticobasal degeneration disorder,1,0
ENSG00000082701,MONDO_0043797,GSK3B,spinal cord injury,2,0
ENSG00000082701,MONDO_0044903,GSK3B,myelofibrosis,2,0
ENSG00000082701,MONDO_0100233,GSK3B,long COVID-19,2,0
ENSG00000082701,Orphanet_273,GSK3B,Steinert myotonic dystrophy,2,0
ENSG00000082701,Orphanet_733,GSK3B,Familial adenomatous polyposis,2,0
ENSG00000082781,EFO_0000616,ITGB5,neoplasm,1,0
ENSG00000082781,EFO_0000691,ITGB5,sarcoma,1,0
ENSG00000082781,EFO_0000717,ITGB5,systemic scleroderma,2,0
ENSG00000082781,EFO_0000756,ITGB5,melanoma,2,0
ENSG00000082781,EFO_0003060,ITGB5,non-small cell lung carcinoma,2,0
ENSG00000082781,EFO_0003086,ITGB5,kidney disease,1,0
ENSG00000082781,EFO_0004244,ITGB5,interstitial lung disease,2,0
ENSG00000082781,EFO_1000026,ITGB5,diffuse intrinsic pontine glioma,1,0
ENSG00000082781,EFO_1000158,ITGB5,Central Nervous System Neoplasm,1,0
ENSG00000082781,EFO_1001480,ITGB5,metastatic colorectal cancer,2,0
ENSG00000082781,EFO_1001951,ITGB5,colorectal carcinoma,1,0
ENSG00000082781,MONDO_0005575,ITGB5,colorectal cancer,2,0
ENSG00000082781,MONDO_0008170,ITGB5,ovarian cancer,1,0
ENSG00000082781,MONDO_0008315,ITGB5,prostate cancer,2,0
ENSG00000082898,EFO_0000198,XPO1,myelodysplastic syndrome,2,0
ENSG00000082898,EFO_0000211,XPO1,unspecified peripheral T-cell lymphoma,1,0
ENSG00000082898,EFO_0000403,XPO1,diffuse large B-cell lymphoma,4,1
ENSG00000082898,EFO_0000519,XPO1,glioblastoma multiforme,2,0
ENSG00000082898,EFO_0000616,XPO1,neoplasm,4,1
ENSG00000082898,EFO_0000691,XPO1,sarcoma,2,0
ENSG00000082898,EFO_0000702,XPO1,small cell lung carcinoma,2,0
ENSG00000082898,EFO_0000707,XPO1,squamous cell carcinoma,2,0
ENSG00000082898,EFO_0000756,XPO1,melanoma,1,0
ENSG00000082898,EFO_0001378,XPO1,multiple myeloma,4,1
ENSG00000082898,EFO_0001642,XPO1,lymphoid neoplasm,1,0
ENSG00000082898,EFO_0002617,XPO1,metastatic melanoma,2,0
ENSG00000082898,EFO_0003060,XPO1,non-small cell lung carcinoma,1,0
ENSG00000082898,EFO_1000453,XPO1,Paraganglioma,2,0
ENSG00000082898,EFO_1000581,XPO1,Thymoma,2,0
ENSG00000082898,EFO_1001459,XPO1,diabetic foot,1,0
ENSG00000082898,MONDO_0002083,XPO1,Richter syndrome,2,0
ENSG00000082898,MONDO_0004992,XPO1,cancer,1,0
ENSG00000082898,MONDO_0007254,XPO1,breast cancer,2,0
ENSG00000082898,MONDO_0008315,XPO1,prostate cancer,2,0
ENSG00000082898,MONDO_0015667,XPO1,acute myeloid leukemia by FAB classification,2,0
ENSG00000082898,MONDO_0019472,XPO1,extranodal nasal NK/T cell lymphoma,2,0
ENSG00000082898,MONDO_0100096,XPO1,COVID-19,2,0
ENSG00000082898,MONDO_0100342,XPO1,malignant glioma,1,0
ENSG00000083845,EFO_0000095,RPS5,chronic lymphocytic leukemia,1,0
