efo_id,efo_term,max_phase_for_ind,molecule_chembl_id
,,4.0,CHEMBL278172
EFO:0000183,Hodgkins lymphoma,2.0,CHEMBL1201129
EFO:0000224,acute promyelocytic leukemia,1.0,CHEMBL1201129
EFO:0000309,Burkitts lymphoma,1.0,CHEMBL1201129
EFO:0000339,chronic myelogenous leukemia,2.0,CHEMBL1201129
EFO:0000403,diffuse large B-cell lymphoma,3.0,CHEMBL1201129
EFO:0000501,follicular thyroid carcinoma,2.0,CHEMBL1201129
EFO:0000621,neuroblastoma,1.0,CHEMBL1201129
EFO:0000641,papillary thyroid carcinoma,2.0,CHEMBL1201129
EFO:0000681,renal cell carcinoma,2.0,CHEMBL1201129
EFO:0000756,melanoma,2.0,CHEMBL1201129
EFO:0001378,multiple myeloma,1.0,CHEMBL1201129
EFO:0002617,metastatic melanoma,2.0,CHEMBL1201129
EFO:0002913,Cutaneous T-cell lymphoma,1.0,CHEMBL1201129
EFO:0002939,medulloblastoma,1.0,CHEMBL1201129
EFO:0003060,non-small cell lung carcinoma,2.0,CHEMBL1201129
EFO:0003869,breast neoplasm,2.0,CHEMBL1201129
EFO:0004251,myeloproliferative disorder,3.0,CHEMBL1201129
EFO:0005952,non-Hodgkins lymphoma,1.0,CHEMBL1201129
EFO:1001469,Mantle cell lymphoma,1.0,CHEMBL1201129
EFO:1001830,precursor T-cell lymphoblastic leukemia-lymphoma,1.0,CHEMBL1201129
EFO:1001996,Thalassemia,2.0,CHEMBL1201129
EFO:0000546,injury,3.0,CHEMBL416146
EFO:0000756,melanoma,1.0,CHEMBL416146
EFO:0003820,bone neoplasm,2.0,CHEMBL416146
EFO:0004190,open-angle glaucoma,4.0,CHEMBL1200870
EFO:1000879,corneal edema,3.0,CHEMBL1200870
EFO:1001069,ocular hypertension,4.0,CHEMBL1200870
EFO:0000764,HIV infection,3.0,CHEMBL922
EFO:0000544,infection,4.0,CHEMBL1200735
EFO:0003106,pneumonia,4.0,CHEMBL1200735
EFO:0005741,infectious disease,3.0,CHEMBL1200735
EFO:0006505,chronic bronchitis,4.0,CHEMBL1200735
EFO:1001388,Pelvic Inflammatory Disease,3.0,CHEMBL1200735
EFO:0000400,diabetes mellitus,3.0,CHEMBL186179
Orphanet:309005,Disorder of lipid metabolism,2.0,CHEMBL186179
EFO:0003878,urethritis,2.0,CHEMBL1220
EFO:1000961,Helicobacter pylori infectious disease,3.0,CHEMBL1220
EFO:0000574,lymphoma,2.0,CHEMBL1460
EFO:0000765,AIDS,3.0,CHEMBL1460
EFO:0007137,AIDS related complex,3.0,CHEMBL1460
EFO:0000182,hepatocellular carcinoma,2.0,CHEMBL622
EFO:0002970,muscular disease,3.0,CHEMBL622
EFO:0004142,colorectal neoplasm,3.0,CHEMBL622
EFO:0000474,epilepsy,1.0,CHEMBL778
EFO:0000668,preeclampsia,2.0,CHEMBL778
EFO:0002610,cocaine dependence,1.0,CHEMBL778
EFO:0003756,autism spectrum disorder,2.0,CHEMBL778
EFO:0003931,bone fracture,3.0,CHEMBL778
EFO:0005611,opioid dependence,3.0,CHEMBL778
EFO:0005774,brain disease,3.0,CHEMBL778
HP:0002315,Headache,3.0,CHEMBL778
EFO:0007445,Plasmodium vivax malaria,3.0,CHEMBL682
EFO:0000319,cardiovascular disease,1.0,CHEMBL1441059
EFO:0003818,lung disease,1.0,CHEMBL1441059
EFO:0004888,post operative nausea and vomiting,2.0,CHEMBL1200406
EFO:0000400,diabetes mellitus,4.0,CHEMBL383634
EFO:0001073,obesity,2.0,CHEMBL1698
EFO:0000275,atrial fibrillation,4.0,CHEMBL1697
EFO:0000537,hypertension,4.0,CHEMBL1697
EFO:0000764,HIV infection,1.0,CHEMBL1697
EFO:0003144,heart failure,3.0,CHEMBL1697
EFO:0003913,angina pectoris,4.0,CHEMBL1697
EFO:0005854,allergic rhinitis,4.0,CHEMBL1200927
EFO:0000095,chronic lymphocytic leukemia,1.0,CHEMBL691
EFO:0000660,polycystic ovary syndrome,3.0,CHEMBL691
EFO:0000764,HIV infection,1.0,CHEMBL691
EFO:0002950,pregnancy,3.0,CHEMBL691
EFO:0003047,hepatitis C virus infection,1.0,CHEMBL691
EFO:0003882,osteoporosis,2.0,CHEMBL691
EFO:0003894,acne,4.0,CHEMBL691
EFO:0004220,chronic hepatitis C virus infection,1.0,CHEMBL691
EFO:1000710,hidradenitis suppurativa,2.0,CHEMBL691
HP:0000938,Osteopenia,3.0,CHEMBL691
EFO:0002687,ischemia reperfusion injury,2.0,CHEMBL1139
EFO:0000181,head and neck squamous cell carcinoma,3.0,CHEMBL1773
EFO:0000228,adenocarcinoma,3.0,CHEMBL1773
EFO:0000313,carcinoma,3.0,CHEMBL1773
EFO:0000503,gastric adenocarcinoma,4.0,CHEMBL1773
EFO:0000519,glioblastoma multiforme,2.0,CHEMBL1773
EFO:0000756,melanoma,1.0,CHEMBL1773
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL1773
EFO:0003860,pancreatic neoplasm,3.0,CHEMBL1773
EFO:0003865,kidney neoplasm,2.0,CHEMBL1773
EFO:0004142,colorectal neoplasm,4.0,CHEMBL1773
EFO:0005774,brain disease,3.0,CHEMBL1773
EFO:0006859,head and neck malignant neoplasia,2.0,CHEMBL1773
EFO:1000045,pancreatic neuroendocrine tumor,3.0,CHEMBL1773
EFO:1001471,Merkel cell skin cancer,1.0,CHEMBL1773
EFO:1001901,neuroendocrine neoplasm,3.0,CHEMBL1773
EFO:1001951,colorectal carcinoma,4.0,CHEMBL1773
EFO:0004247,mood disorder,1.0,CHEMBL715
EFO:0004566,body weight gain,3.0,CHEMBL715
EFO:0005230,anxiety,3.0,CHEMBL715
EFO:0005411,schizoaffective disorder,4.0,CHEMBL715
EFO:1000904,drug-Induced dyskinesia,1.0,CHEMBL715
HP:0000726,Dementia,3.0,CHEMBL715
HP:0012076,Borderline personality disorder,3.0,CHEMBL715
EFO:0004699,gambling behaviour,2.0,CHEMBL1718
EFO:0000400,diabetes mellitus,4.0,CHEMBL817
EFO:0000339,chronic myelogenous leukemia,2.0,CHEMBL298734
EFO:0000574,lymphoma,1.0,CHEMBL298734
EFO:0002499,anaplastic astrocytoma,1.0,CHEMBL298734
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL298734
EFO:0006859,head and neck malignant neoplasia,1.0,CHEMBL298734
EFO:1001465,gliosarcoma,1.0,CHEMBL298734
EFO:0000538,hypertrophic cardiomyopathy,2.0,CHEMBL1256391
EFO:0000731,uterine fibroid,2.0,CHEMBL1256391
EFO:0004236,focal segmental glomerulosclerosis,2.0,CHEMBL1256391
EFO:0004255,nephrotic syndrome,2.0,CHEMBL1256391
HP:0000093,Proteinuria,2.0,CHEMBL1256391
EFO:0000222,acute myeloid leukemia,1.0,CHEMBL1355736
EFO:0000565,leukemia,2.0,CHEMBL1355736
EFO:0001361,pulmonary arterial hypertension,1.0,CHEMBL1355736
EFO:0001663,prostate carcinoma,1.0,CHEMBL1355736
EFO:0003060,non-small cell lung carcinoma,1.0,CHEMBL1355736
EFO:0003086,kidney disease,2.0,CHEMBL1355736
EFO:1000782,altitude sickness,2.0,CHEMBL1355736
EFO:0003103,urinary tract infection,4.0,CHEMBL1201104
EFO:0000178,gastric carcinoma,2.0,CHEMBL939
EFO:0000181,head and neck squamous cell carcinoma,3.0,CHEMBL939
EFO:0000196,metastatic prostate cancer,1.0,CHEMBL939
EFO:0000514,germ cell tumor,2.0,CHEMBL939
EFO:0000519,glioblastoma multiforme,2.0,CHEMBL939
EFO:0000621,neuroblastoma,2.0,CHEMBL939
EFO:0000681,renal cell carcinoma,1.0,CHEMBL939
EFO:0000691,sarcoma,2.0,CHEMBL939
EFO:0000702,small cell lung carcinoma,2.0,CHEMBL939
EFO:0000708,squamous cell lung carcinoma,3.0,CHEMBL939
EFO:0002618,pancreatic carcinoma,1.0,CHEMBL939
EFO:0003869,breast neoplasm,3.0,CHEMBL939
EFO:0003897,stomach neoplasm,2.0,CHEMBL939
EFO:0006859,head and neck malignant neoplasia,3.0,CHEMBL939
EFO:0006861,male breast carcinoma,2.0,CHEMBL939
EFO:0007406,oral candidiasis,3.0,CHEMBL64894
EFO:0000180,HIV-1 infection,1.0,CHEMBL1503
EFO:0000181,head and neck squamous cell carcinoma,2.0,CHEMBL1503
EFO:0000191,MALT lymphoma,2.0,CHEMBL1503
EFO:0000274,atopic eczema,1.0,CHEMBL1503
EFO:0000341,chronic obstructive pulmonary disease,1.0,CHEMBL1503
EFO:0000384,Crohn's disease,1.0,CHEMBL1503
EFO:0000400,diabetes mellitus,1.0,CHEMBL1503
EFO:0000574,lymphoma,2.0,CHEMBL1503
EFO:0000616,neoplasm,1.0,CHEMBL1503
EFO:0000676,psoriasis,1.0,CHEMBL1503
EFO:0000685,rheumatoid arthritis,1.0,CHEMBL1503
EFO:0000729,ulcerative colitis,1.0,CHEMBL1503
EFO:0000764,HIV infection,1.0,CHEMBL1503
EFO:0003047,hepatitis C virus infection,1.0,CHEMBL1503
EFO:0003756,autism spectrum disorder,1.0,CHEMBL1503
EFO:0003843,pain,3.0,CHEMBL1503
EFO:0003898,ankylosing spondylitis,3.0,CHEMBL1503
EFO:0003929,relapsing-remitting multiple sclerosis,3.0,CHEMBL1503
EFO:0004220,chronic hepatitis C virus infection,1.0,CHEMBL1503
EFO:0004272,anemia (phenotype),1.0,CHEMBL1503
EFO:0005741,infectious disease,1.0,CHEMBL1503
EFO:0006859,head and neck malignant neoplasia,2.0,CHEMBL1503
EFO:0007231,cysticercosis,3.0,CHEMBL1503
EFO:0007549,Zollinger-Ellison Syndrome,2.0,CHEMBL1503
EFO:1000961,Helicobacter pylori infectious disease,3.0,CHEMBL1503
HP:0012735,Cough,3.0,CHEMBL1503
EFO:0003843,pain,3.0,CHEMBL1201117
EFO:0000756,melanoma,1.0,CHEMBL1373
EFO:0003768,nicotine dependence,1.0,CHEMBL1373
EFO:0003890,drug dependence,2.0,CHEMBL1373
EFO:0004698,insomnia,1.0,CHEMBL1373
EFO:0005411,schizoaffective disorder,1.0,CHEMBL1373
EFO:0005611,opioid dependence,2.0,CHEMBL1373
EFO:0007454,postpoliomyelitis syndrome,3.0,CHEMBL1373
HP:0002015,Dysphagia,2.0,CHEMBL1373
HP:0100543,Cognitive impairment,1.0,CHEMBL1373
EFO:0007231,cysticercosis,3.0,CHEMBL976
EFO:0007530,urinary schistosomiasis,3.0,CHEMBL976
EFO:1001475,schistosomiasis,4.0,CHEMBL976
EFO:0002610,cocaine dependence,2.0,CHEMBL781
EFO:0002610,cocaine dependence,1.0,CHEMBL157138
EFO:0004270,restless legs syndrome,3.0,CHEMBL157138
EFO:1000782,altitude sickness,1.0,CHEMBL19
EFO:1001454,amnesia,1.0,CHEMBL738
EFO:0004262,panic disorder,2.0,CHEMBL1409
EFO:0000765,AIDS,2.0,CHEMBL386630
EFO:0004234,erectile dysfunction,3.0,CHEMBL386630
EFO:0005088,testicular carcinoma,2.0,CHEMBL386630
Orphanet:145,Hereditary breast and ovarian cancer syndrome,2.0,CHEMBL386630
EFO:0000673,prostate adenocarcinoma,4.0,CHEMBL1274
EFO:0000096,neoplasm of mature B-cells,3.0,CHEMBL888
EFO:0000182,hepatocellular carcinoma,3.0,CHEMBL888
EFO:0000183,Hodgkins lymphoma,3.0,CHEMBL888
EFO:0000211,unspecified peripheral T-cell lymphoma,3.0,CHEMBL888
EFO:0000220,acute lymphoblastic leukemia,2.0,CHEMBL888
EFO:0000255,angioimmunoblastic T-cell lymphoma,3.0,CHEMBL888
EFO:0000365,colorectal adenocarcinoma,2.0,CHEMBL888
EFO:0000403,diffuse large B-cell lymphoma,3.0,CHEMBL888
EFO:0000514,germ cell tumor,2.0,CHEMBL888
EFO:0000564,leiomyosarcoma,2.0,CHEMBL888
EFO:0000565,leukemia,1.0,CHEMBL888
EFO:0000588,mesothelioma,3.0,CHEMBL888
EFO:0000637,osteosarcoma,2.0,CHEMBL888
EFO:0000681,renal cell carcinoma,2.0,CHEMBL888
EFO:0000707,squamous cell carcinoma,3.0,CHEMBL888
EFO:0000708,squamous cell lung carcinoma,3.0,CHEMBL888
EFO:0000756,melanoma,2.0,CHEMBL888
EFO:0000770,malignant pleural mesothelioma,3.0,CHEMBL888
EFO:0001378,multiple myeloma,2.0,CHEMBL888
EFO:0002913,Cutaneous T-cell lymphoma,1.0,CHEMBL888
EFO:0002939,medulloblastoma,2.0,CHEMBL888
EFO:0003032,anaplastic large cell lymphoma,2.0,CHEMBL888
EFO:0003050,large cell lung carcinoma,2.0,CHEMBL888
EFO:0003863,urogenital neoplasm,3.0,CHEMBL888
EFO:0003869,breast neoplasm,3.0,CHEMBL888
EFO:0004252,nasopharyngeal neoplasm,3.0,CHEMBL888
EFO:0004606,gallbladder neoplasm,3.0,CHEMBL888
EFO:0005088,testicular carcinoma,2.0,CHEMBL888
EFO:0005952,non-Hodgkins lymphoma,3.0,CHEMBL888
EFO:0006859,head and neck malignant neoplasia,2.0,CHEMBL888
EFO:1000251,Fallopian Tube Carcinoma,3.0,CHEMBL888
EFO:1000657,rectum cancer,2.0,CHEMBL888
EFO:1001100,peritoneal neoplasm,3.0,CHEMBL888
EFO:1001469,Mantle cell lymphoma,2.0,CHEMBL888
EFO:1001956,gallbladder carcinoma,3.0,CHEMBL888
EFO:1001961,intrahepatic cholangiocarcinoma,3.0,CHEMBL888
EFO:1001968,soft tissue sarcoma,3.0,CHEMBL888
EFO:0000678,pterygium,3.0,CHEMBL1706
EFO:0007214,common cold,4.0,CHEMBL1706
MP:0001845,inflammation,3.0,CHEMBL1706
EFO:0000183,Hodgkins lymphoma,1.0,CHEMBL1140
EFO:0003963,freckles,2.0,CHEMBL1140
EFO:0005772,neurodegenerative disease,2.0,CHEMBL1140
EFO:0005952,non-Hodgkins lymphoma,1.0,CHEMBL1140
EFO:1001068,obstructive jaundice,3.0,CHEMBL1140
EFO:1000971,hyperemesis gravidarum,3.0,CHEMBL1200941
EFO:0006859,head and neck malignant neoplasia,3.0,CHEMBL521078
EFO:0000764,HIV infection,1.0,CHEMBL1200825
EFO:0004265,peripheral arterial disease,2.0,CHEMBL608
EFO:0000474,epilepsy,2.0,CHEMBL13209
EFO:0005230,anxiety,3.0,CHEMBL13209
HP:0000726,Dementia,3.0,CHEMBL13209
EFO:0002610,cocaine dependence,1.0,CHEMBL934
EFO:0003768,nicotine dependence,1.0,CHEMBL934
DOID:13406,pulmonary sarcoidosis,2.0,CHEMBL628
EFO:0000220,acute lymphoblastic leukemia,2.0,CHEMBL628
EFO:0000401,diabetic nephropathy,2.0,CHEMBL628
EFO:0000546,injury,2.0,CHEMBL628
EFO:0003869,breast neoplasm,2.0,CHEMBL628
EFO:0004255,nephrotic syndrome,3.0,CHEMBL628
EFO:0004284,upper aerodigestive tract neoplasm,2.0,CHEMBL628
EFO:0005044,Leishmaniasis,2.0,CHEMBL628
EFO:0005774,brain disease,2.0,CHEMBL628
EFO:0006890,fibrosis,2.0,CHEMBL628
EFO:0007444,Plasmodium falciparum malaria,2.0,CHEMBL628
EFO:1000844,brachial plexus neuropathy,3.0,CHEMBL628
EFO:1001249,non-alcoholic steatohepatitis,2.0,CHEMBL628
EFO:1001486,primary biliary cirrhosis,2.0,CHEMBL628
EFO:0003890,drug dependence,2.0,CHEMBL654
EFO:0003918,obstructive sleep apnea,1.0,CHEMBL654
EFO:0005230,anxiety,3.0,CHEMBL654
HP:0000726,Dementia,3.0,CHEMBL654
EFO:0000616,neoplasm,1.0,CHEMBL1200420
EFO:0000662,polyp,2.0,CHEMBL1200420
EFO:1001454,amnesia,4.0,CHEMBL1200420
EFO:0001663,prostate carcinoma,2.0,CHEMBL1671
EFO:0004280,movement disorder,2.0,CHEMBL1671
EFO:1001968,soft tissue sarcoma,2.0,CHEMBL1671
EFO:0002918,rhabdomyosarcoma,2.0,CHEMBL42336
EFO:0004220,chronic hepatitis C virus infection,2.0,CHEMBL42336
EFO:1000028,ependymoma,2.0,CHEMBL42336
EFO:1000209,Craniopharyngioma,2.0,CHEMBL42336
EFO:1001068,obstructive jaundice,3.0,CHEMBL42336
EFO:1001254,noise-induced hearing loss,3.0,CHEMBL42336
EFO:0000280,Barrett's esophagus,3.0,CHEMBL1790041
EFO:0000681,renal cell carcinoma,2.0,CHEMBL1790041
EFO:0005252,orthostatic hypotension,1.0,CHEMBL1790041
EFO:1001095,peptic esophagitis,1.0,CHEMBL1790041
HP:0012735,Cough,3.0,CHEMBL1790041
EFO:0000400,diabetes mellitus,2.0,CHEMBL507419
EFO:0007390,necatoriasis,3.0,CHEMBL685
EFO:1001342,Helminthiasis,4.0,CHEMBL685
HP:0012735,Cough,2.0,CHEMBL153479
EFO:0000546,injury,2.0,CHEMBL698
EFO:0004143,carpal tunnel syndrome,2.0,CHEMBL698
EFO:1001054,myofascial pain syndrome,2.0,CHEMBL698
EFO:1001178,shoulder impingement syndrome,2.0,CHEMBL698
EFO:1001434,Tendinopathy,2.0,CHEMBL698
EFO:0000685,rheumatoid arthritis,1.0,CHEMBL563
EFO:0000764,HIV infection,1.0,CHEMBL563
EFO:0004272,anemia (phenotype),1.0,CHEMBL563
EFO:0000464,emphysema,3.0,CHEMBL1263
EFO:0006505,chronic bronchitis,3.0,CHEMBL1263
EFO:1000994,intracranial vasospasm,2.0,CHEMBL189
EFO:0002950,pregnancy,3.0,CHEMBL1233511
EFO:0003103,urinary tract infection,3.0,CHEMBL1201022
EFO:0003843,pain,2.0,CHEMBL14370
EFO:0003888,attention deficit hyperactivity disorder,2.0,CHEMBL14370
EFO:0005230,anxiety,3.0,CHEMBL14370
EFO:0005687,fibromyalgia,3.0,CHEMBL14370
HP:0000726,Dementia,3.0,CHEMBL14370
EFO:0003882,osteoporosis,3.0,CHEMBL1550
EFO:0000275,atrial fibrillation,4.0,CHEMBL1201063
EFO:0003144,heart failure,3.0,CHEMBL1201063
EFO:0000096,neoplasm of mature B-cells,3.0,CHEMBL131
EFO:0000182,hepatocellular carcinoma,3.0,CHEMBL131
EFO:0000183,Hodgkins lymphoma,2.0,CHEMBL131
EFO:0000211,unspecified peripheral T-cell lymphoma,2.0,CHEMBL131
EFO:0000220,acute lymphoblastic leukemia,3.0,CHEMBL131
EFO:0000255,angioimmunoblastic T-cell lymphoma,2.0,CHEMBL131
EFO:0000403,diffuse large B-cell lymphoma,3.0,CHEMBL131
EFO:0000545,infertility,2.0,CHEMBL131
EFO:0000673,prostate adenocarcinoma,3.0,CHEMBL131
EFO:0000756,melanoma,2.0,CHEMBL131
EFO:0000759,lipoma,1.0,CHEMBL131
EFO:0001060,celiac disease,2.0,CHEMBL131
EFO:0001663,prostate carcinoma,3.0,CHEMBL131
EFO:0003032,anaplastic large cell lymphoma,2.0,CHEMBL131
EFO:0003086,kidney disease,3.0,CHEMBL131
EFO:0003884,chronic kidney disease,2.0,CHEMBL131
EFO:0004246,mucocutaneous lymph node syndrome,3.0,CHEMBL131
EFO:0005297,Granulomatosis with Polyangiitis,2.0,CHEMBL131
EFO:0005761,lupus nephritis,3.0,CHEMBL131
EFO:0005952,non-Hodgkins lymphoma,3.0,CHEMBL131
EFO:0007140,allergic bronchopulmonary aspergillosis,3.0,CHEMBL131
EFO:0007160,autoimmune thrombocytopenic purpura,3.0,CHEMBL131
EFO:0007208,Churg-Strauss syndrome,3.0,CHEMBL131
EFO:0007227,croup,3.0,CHEMBL131
EFO:1000784,microscopic polyangiitis,2.0,CHEMBL131
EFO:1001110,pituitary-dependent Cushing's disease,2.0,CHEMBL131
EFO:1001264,"Anemia, Hemolytic, Autoimmune",3.0,CHEMBL131
EFO:1001321,extrinsic allergic alveolitis,2.0,CHEMBL131
EFO:1001467,Hypereosinophilic syndrome,3.0,CHEMBL131
HP:0000964,Eczematoid dermatitis,3.0,CHEMBL131
HP:0002315,Headache,3.0,CHEMBL131
MP:0001845,inflammation,3.0,CHEMBL131
EFO:0000673,prostate adenocarcinoma,2.0,CHEMBL1116
EFO:0000198,myelodysplastic syndrome,3.0,CHEMBL25202
EFO:0000222,acute myeloid leukemia,2.0,CHEMBL25202
EFO:0000224,acute promyelocytic leukemia,2.0,CHEMBL25202
EFO:0005761,lupus nephritis,2.0,CHEMBL25202
EFO:0007527,tropical spastic paraparesis,2.0,CHEMBL25202
EFO:0000544,infection,3.0,CHEMBL1439
EFO:0000764,HIV infection,3.0,CHEMBL521
EFO:0002970,muscular disease,2.0,CHEMBL521
EFO:0003869,breast neoplasm,3.0,CHEMBL521
EFO:0003917,premature birth,1.0,CHEMBL521
EFO:0003938,aphthous ulcer,2.0,CHEMBL521
EFO:0003958,sunburn,2.0,CHEMBL521
EFO:0005252,orthostatic hypotension,1.0,CHEMBL521
EFO:0005279,temporomandibular joint disorder,2.0,CHEMBL521
EFO:0007486,sinusitis,2.0,CHEMBL521
EFO:1000782,altitude sickness,3.0,CHEMBL521
EFO:1000843,brachial plexus neuritis,2.0,CHEMBL521
EFO:1001216,tooth disease,2.0,CHEMBL521
HP:0002315,Headache,4.0,CHEMBL521
HP:0100543,Cognitive impairment,2.0,CHEMBL521
EFO:0000220,acute lymphoblastic leukemia,2.0,CHEMBL1200495
EFO:0000309,Burkitts lymphoma,2.0,CHEMBL1200495
EFO:0000403,diffuse large B-cell lymphoma,2.0,CHEMBL1200495
EFO:0000565,leukemia,2.0,CHEMBL1200495
EFO:0003032,anaplastic large cell lymphoma,2.0,CHEMBL1200495
EFO:0006834,septic shock,3.0,CHEMBL1200495
EFO:0000546,injury,2.0,CHEMBL550495
EFO:0001358,post-traumatic stress disorder,2.0,CHEMBL550495
EFO:0003901,dysuria,3.0,CHEMBL550495
EFO:0006834,septic shock,3.0,CHEMBL550495
EFO:0007287,glucosephosphate dehydrogenase deficiency,1.0,CHEMBL550495
EFO:1001216,tooth disease,2.0,CHEMBL550495
HP:0100806,Sepsis,1.0,CHEMBL550495
EFO:0000765,AIDS,3.0,CHEMBL57
EFO:0000341,chronic obstructive pulmonary disease,3.0,CHEMBL967
EFO:0005230,anxiety,3.0,CHEMBL967
HP:0000726,Dementia,3.0,CHEMBL967
EFO:0000389,cutaneous melanoma,2.0,CHEMBL786
EFO:0000616,neoplasm,2.0,CHEMBL786
EFO:1000984,inflammatory breast carcinoma,3.0,CHEMBL786
EFO:1001512,endometrial carcinoma,3.0,CHEMBL786
EFO:0002610,cocaine dependence,2.0,CHEMBL1177
EFO:1001069,ocular hypertension,3.0,CHEMBL1200837
EFO:0003830,prostatitis,2.0,CHEMBL422648
EFO:0000565,leukemia,3.0,CHEMBL1654
EFO:0000574,lymphoma,3.0,CHEMBL1654
EFO:0000389,cutaneous melanoma,2.0,CHEMBL276711
EFO:0000616,neoplasm,1.0,CHEMBL276711
EFO:0000691,sarcoma,2.0,CHEMBL276711
EFO:0001378,multiple myeloma,2.0,CHEMBL276711
EFO:0006859,head and neck malignant neoplasia,1.0,CHEMBL276711
EFO:0000537,hypertension,4.0,CHEMBL1648
EFO:0003890,drug dependence,1.0,CHEMBL1648
EFO:0000275,atrial fibrillation,2.0,CHEMBL392149
EFO:0000544,infection,1.0,CHEMBL222645
EFO:0000701,skin disease,3.0,CHEMBL222645
EFO:0003102,osteomyelitis,2.0,CHEMBL222645
EFO:0005681,Staphylococcus aureus infection,3.0,CHEMBL222645
EFO:0000565,leukemia,2.0,CHEMBL788
EFO:0000668,preeclampsia,3.0,CHEMBL435
EFO:0003086,kidney disease,2.0,CHEMBL435
EFO:0004253,nephrolithiasis,3.0,CHEMBL435
Orphanet:79292,Fish-eye disease,1.0,CHEMBL435
EFO:0004698,insomnia,3.0,CHEMBL262075
EFO:1001355,Laryngopharyngeal Reflux,2.0,CHEMBL1200930
EFO:0000313,carcinoma,3.0,CHEMBL1670
EFO:0000612,myocardial infarction,2.0,CHEMBL1663
EFO:0000660,polycystic ovary syndrome,2.0,CHEMBL103
EFO:0000731,uterine fibroid,3.0,CHEMBL103
EFO:1000623,Vulvar Lichen Sclerosus,2.0,CHEMBL103
EFO:1000645,orthostatic intolerance,2.0,CHEMBL103
HP:0002018,Nausea,3.0,CHEMBL728
HP:0002315,Headache,3.0,CHEMBL728
EFO:0005611,opioid dependence,4.0,CHEMBL1514
EFO:0003884,chronic kidney disease,3.0,CHEMBL180570
EFO:1001496,Autosomal dominant polycystic kidney disease,2.0,CHEMBL317094
EFO:0000764,HIV infection,2.0,CHEMBL2110372
EFO:0003033,bacteriemia,4.0,CHEMBL126
EFO:0003102,osteomyelitis,4.0,CHEMBL126
EFO:0005681,Staphylococcus aureus infection,3.0,CHEMBL126
EFO:0007381,multidrug-resistant tuberculosis,2.0,CHEMBL126
EFO:1001272,bacterial pneumonia,3.0,CHEMBL126
EFO:0000280,Barrett's esophagus,3.0,CHEMBL1502
EFO:0007157,aspergillosis,1.0,CHEMBL1502
EFO:0007549,Zollinger-Ellison Syndrome,2.0,CHEMBL1502
EFO:1000961,Helicobacter pylori infectious disease,2.0,CHEMBL1502
EFO:1001355,Laryngopharyngeal Reflux,3.0,CHEMBL1502
EFO:0005230,anxiety,3.0,CHEMBL488093
HP:0000726,Dementia,3.0,CHEMBL488093
EFO:0000555,irritable bowel syndrome,2.0,CHEMBL1643880
EFO:0003843,pain,1.0,CHEMBL1201093
EFO:0000275,atrial fibrillation,3.0,CHEMBL1200822
EFO:0003843,pain,2.0,CHEMBL1200822
EFO:0000565,leukemia,2.0,CHEMBL1746
EFO:0000764,HIV infection,2.0,CHEMBL1746
EFO:1000049,pulmonary tuberculosis,2.0,CHEMBL1746
EFO:0000764,HIV infection,1.0,CHEMBL17423
EFO:0005761,lupus nephritis,2.0,CHEMBL66092
EFO:0005230,anxiety,3.0,CHEMBL1521
HP:0000726,Dementia,3.0,CHEMBL1521
EFO:0005225,human african trypanosomiasis,4.0,CHEMBL1631694
EFO:0000691,sarcoma,2.0,CHEMBL2218878
EFO:0002618,pancreatic carcinoma,2.0,CHEMBL2218878
EFO:0000712,stroke,2.0,CHEMBL119625
EFO:0005230,anxiety,3.0,CHEMBL1764
HP:0000726,Dementia,3.0,CHEMBL1764
EFO:0005407,psychosis,2.0,CHEMBL1201110
EFO:0004142,colorectal neoplasm,3.0,CHEMBL1512580
EFO:0002950,pregnancy,3.0,CHEMBL658
EFO:1001139,pulpitis,2.0,CHEMBL658
EFO:0000519,glioblastoma multiforme,2.0,CHEMBL306823
EFO:1000036,lactic acidosis,3.0,CHEMBL306823
EFO:0000756,melanoma,1.0,CHEMBL960
EFO:0000764,HIV infection,1.0,CHEMBL960
EFO:0005761,lupus nephritis,3.0,CHEMBL960
EFO:0007187,bullous pemphigoid,2.0,CHEMBL960
EFO:1000965,Henoch-Schoenlein purpura,2.0,CHEMBL960
EFO:1001231,uveitis,2.0,CHEMBL960
EFO:0005230,anxiety,3.0,CHEMBL1695
EFO:0004262,panic disorder,2.0,CHEMBL1201082
EFO:0001358,post-traumatic stress disorder,4.0,CHEMBL1709
EFO:0004262,panic disorder,2.0,CHEMBL1709
EFO:0001365,age-related macular degeneration,3.0,CHEMBL1504
EFO:0004238,hearing loss,1.0,CHEMBL1504
EFO:0004683,wet macular degeneration,2.0,CHEMBL1504
EFO:0004719,pemphigus vulgaris,3.0,CHEMBL1504
EFO:0007363,meibomian cyst,3.0,CHEMBL1504
EFO:1000706,hand dermatosis,2.0,CHEMBL1504
EFO:1001129,proliferative vitreoretinopathy,3.0,CHEMBL1504
EFO:1001250,rotator cuff tear,1.0,CHEMBL1504
EFO:1001896,lateral epicondylitis,4.0,CHEMBL1504
EFO:1001898,mucositis,1.0,CHEMBL1504
EFO:0000544,infection,2.0,CHEMBL222813
EFO:0000537,hypertension,1.0,CHEMBL3989857
EFO:0002618,pancreatic carcinoma,2.0,CHEMBL3989857
