efo_id,efo_term,max_phase_for_ind,molecule_chembl_id
EFO:0000096,neoplasm of mature B-cells,3.0,CHEMBL3936761
EFO:0000403,diffuse large B-cell lymphoma,3.0,CHEMBL3936761
EFO:0000565,leukemia,1.0,CHEMBL3936761
EFO:0000574,lymphoma,2.0,CHEMBL3936761
EFO:0009441,Waldenstrom macroglobulinemia,4.0,CHEMBL3936761
EFO:1001469,Mantle cell lymphoma,4.0,CHEMBL3936761
EFO:0004267,biliary liver cirrhosis,2.0,CHEMBL4297588
EFO:1001249,non-alcoholic steatohepatitis,2.0,CHEMBL4297588
EFO:0000341,chronic obstructive pulmonary disease,1.0,CHEMBL4297590
EFO:0001421,liver disease,1.0,CHEMBL4297590
EFO:0003918,obstructive sleep apnea,1.0,CHEMBL4297590
EFO:0004698,insomnia,3.0,CHEMBL4297590
EFO:0004220,chronic hepatitis C virus infection,2.0,CHEMBL4129286
EFO:0000544,infection,2.0,CHEMBL3549142
EFO:1001282,Candidemia,3.0,CHEMBL4297591
EFO:0006510,Herpes Zoster,3.0,CHEMBL4297592
EFO:0007282,genital herpes,2.0,CHEMBL4297592
EFO:0000537,hypertension,2.0,CHEMBL3187812
EFO:0000616,neoplasm,1.0,CHEMBL572284
EFO:0000275,atrial fibrillation,2.0,CHEMBL4297593
EFO:1001050,multiple system atrophy,3.0,CHEMBL4297594
EFO:0000341,chronic obstructive pulmonary disease,2.0,CHEMBL3617964
HP:0002110,Bronchiectasis,2.0,CHEMBL3617964
EFO:0000616,neoplasm,1.0,CHEMBL4297595
EFO:0003144,heart failure,2.0,CHEMBL4297596
EFO:0000756,melanoma,3.0,CHEMBL4297598
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL4297598
EFO:0006859,head and neck malignant neoplasia,3.0,CHEMBL4297598
EFO:0000222,acute myeloid leukemia,2.0,CHEMBL4297599
EFO:0003768,nicotine dependence,2.0,CHEMBL1921847
EFO:0005230,anxiety,1.0,CHEMBL1921847
Orphanet:309005,Disorder of lipid metabolism,1.0,CHEMBL4297601
EFO:0005741,infectious disease,2.0,CHEMBL515564
EFO:1001249,non-alcoholic steatohepatitis,2.0,CHEMBL4297602
EFO:0000764,HIV infection,1.0,CHEMBL25263
EFO:1001875,amyloidosis,2.0,CHEMBL25263
EFO:0003894,acne,2.0,CHEMBL4297604
EFO:0000337,chronic gastritis,3.0,CHEMBL4297606
EFO:1000906,dry eye syndrome,2.0,CHEMBL4297606
EFO:0009688,stomatitis,2.0,CHEMBL157366
EFO:0003882,osteoporosis,3.0,CHEMBL4297608
EFO:1001951,colorectal carcinoma,2.0,CHEMBL4073443
EFO:1000783,diabetic neuropathy,2.0,CHEMBL34124
EFO:0007157,aspergillosis,3.0,CHEMBL4297609
EFO:0000198,myelodysplastic syndrome,1.0,CHEMBL4297610
EFO:0000222,acute myeloid leukemia,4.0,CHEMBL4297610
EFO:0003060,non-small cell lung carcinoma,1.0,CHEMBL3904602
Orphanet:77259,Gaucher disease type 1,3.0,CHEMBL4297611
Orphanet:77261,Gaucher disease type 3,3.0,CHEMBL4297611
EFO:0000574,lymphoma,1.0,CHEMBL3982690
EFO:0000180,HIV-1 infection,2.0,CHEMBL4594257
EFO:0004220,chronic hepatitis C virus infection,2.0,CHEMBL3121539
EFO:1001249,non-alcoholic steatohepatitis,2.0,CHEMBL4297613
EFO:0000729,ulcerative colitis,2.0,CHEMBL197194
EFO:0000403,diffuse large B-cell lymphoma,1.0,CHEMBL4297615
EFO:0000616,neoplasm,3.0,CHEMBL4297615
EFO:0000756,melanoma,1.0,CHEMBL4297615
EFO:0003144,heart failure,2.0,CHEMBL4297617
EFO:0003884,chronic kidney disease,3.0,CHEMBL4297619
EFO:0003918,obstructive sleep apnea,3.0,CHEMBL4297620
EFO:0005246,hypersomnia,2.0,CHEMBL4297620
EFO:0001068,malaria,2.0,CHEMBL1082723
EFO:0007444,Plasmodium falciparum malaria,2.0,CHEMBL1082723
EFO:0001068,malaria,2.0,CHEMBL2058833
EFO:1001173,secondary hyperparathyroidism,3.0,CHEMBL4297621
EFO:0000660,polycystic ovary syndrome,2.0,CHEMBL4297625
EFO:0001073,obesity,2.0,CHEMBL4297625
EFO:0000401,diabetic nephropathy,2.0,CHEMBL4297626
EFO:0003095,non-alcoholic fatty liver disease,2.0,CHEMBL4297626
EFO:0000313,carcinoma,1.0,CHEMBL4297628
EFO:0000685,rheumatoid arthritis,2.0,CHEMBL4163691
EFO:0000616,neoplasm,1.0,CHEMBL4297629
EFO:0000702,small cell lung carcinoma,1.0,CHEMBL4297629
HP:0001919,Acute kidney injury,2.0,CHEMBL1949708
EFO:0001073,obesity,1.0,CHEMBL4297630
EFO:0002913,Cutaneous T-cell lymphoma,1.0,CHEMBL4297631
EFO:0004616,"osteoarthritis, knee",2.0,CHEMBL4297632
EFO:1000714,impetigo,2.0,CHEMBL1207907
EFO:0000616,neoplasm,1.0,CHEMBL4297636
EFO:0000699,Sjogren syndrome,2.0,CHEMBL4297638
EFO:0001060,celiac disease,1.0,CHEMBL4297638
EFO:0001068,malaria,2.0,CHEMBL520613
EFO:0000174,Ewing sarcoma,1.0,CHEMBL4297641
EFO:0000384,Crohn's disease,2.0,CHEMBL4297643
Orphanet:309005,Disorder of lipid metabolism,2.0,CHEMBL3785197
EFO:0000616,neoplasm,1.0,CHEMBL4297644
EFO:1001849,staphylococcal skin infections,2.0,CHEMBL4297645
EFO:0003888,attention deficit hyperactivity disorder,2.0,CHEMBL4297646
EFO:0000198,myelodysplastic syndrome,1.0,CHEMBL3260567
EFO:0000616,neoplasm,1.0,CHEMBL3260567
EFO:0001378,multiple myeloma,1.0,CHEMBL3260567
EFO:0002618,pancreatic carcinoma,1.0,CHEMBL3260567
EFO:0003060,non-small cell lung carcinoma,2.0,CHEMBL3260567
EFO:0004220,chronic hepatitis C virus infection,2.0,CHEMBL4297647
EFO:0000095,chronic lymphocytic leukemia,1.0,CHEMBL2022968
EFO:0000699,Sjogren syndrome,2.0,CHEMBL4297648
MP:0001845,inflammation,1.0,CHEMBL4297650
EFO:0005046,cutaneous Leishmaniasis,2.0,CHEMBL4297652
EFO:0000400,diabetes mellitus,3.0,CHEMBL4297654
HP:0002014,Diarrhea,1.0,CHEMBL77101
EFO:0000676,psoriasis,1.0,CHEMBL1232993
EFO:0000574,lymphoma,1.0,CHEMBL273124
EFO:0000616,neoplasm,1.0,CHEMBL273124
EFO:0000702,small cell lung carcinoma,2.0,CHEMBL1235478
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL1235478
EFO:0003869,breast neoplasm,2.0,CHEMBL1235478
EFO:0000537,hypertension,1.0,CHEMBL1201290
EFO:0004269,cardiac arrhythmia,3.0,CHEMBL1201290
Orphanet:37553,Cardiodysrhythmic potassium-sensitive periodic paralysis,1.0,CHEMBL1201290
EFO:0003060,non-small cell lung carcinoma,2.0,CHEMBL4297661
EFO:0003060,non-small cell lung carcinoma,2.0,CHEMBL4297662
EFO:0000681,renal cell carcinoma,2.0,CHEMBL4297664
EFO:0000708,squamous cell lung carcinoma,2.0,CHEMBL1231529
EFO:0002970,muscular disease,2.0,CHEMBL341922
EFO:0008533,dyspepsia,3.0,CHEMBL1733174
EFO:0000616,neoplasm,1.0,CHEMBL4297668
EFO:0000555,irritable bowel syndrome,3.0,CHEMBL3181841
EFO:1001347,Herpes Labialis,2.0,CHEMBL1887147
EFO:0003758,autism,2.0,CHEMBL4297672
EFO:0003099,Cushing syndrome,2.0,CHEMBL542103
EFO:0004242,obsessive-compulsive disorder,3.0,CHEMBL4297673
EFO:0000685,rheumatoid arthritis,1.0,CHEMBL4297674
EFO:0000616,neoplasm,1.0,CHEMBL4297676
EFO:0001378,multiple myeloma,1.0,CHEMBL12543
EFO:0000764,HIV infection,2.0,CHEMBL4297679
EFO:0005952,non-Hodgkins lymphoma,2.0,CHEMBL4297680
EFO:0000685,rheumatoid arthritis,1.0,CHEMBL4297682
EFO:0000685,rheumatoid arthritis,2.0,CHEMBL4297572
EFO:0001365,age-related macular degeneration,3.0,CHEMBL4297684
EFO:0009606,macular degeneration,3.0,CHEMBL4297684
EFO:0000676,psoriasis,2.0,CHEMBL4297686
EFO:0000574,lymphoma,1.0,CHEMBL4297688
EFO:0006859,head and neck malignant neoplasia,2.0,CHEMBL4297688
EFO:0000183,Hodgkins lymphoma,3.0,CHEMBL4297571
EFO:0000708,squamous cell lung carcinoma,3.0,CHEMBL4297571
EFO:0004252,nasopharyngeal neoplasm,2.0,CHEMBL4297571
EFO:0000181,head and neck squamous cell carcinoma,2.0,CHEMBL4297690
EFO:0000196,metastatic prostate cancer,1.0,CHEMBL4297690
EFO:0000222,acute myeloid leukemia,2.0,CHEMBL4297690
EFO:0000616,neoplasm,1.0,CHEMBL4297690
EFO:0000756,melanoma,1.0,CHEMBL4297690
EFO:0000764,HIV infection,1.0,CHEMBL4297690
EFO:0001378,multiple myeloma,2.0,CHEMBL4297690
EFO:0002618,pancreatic carcinoma,2.0,CHEMBL4297690
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL4297690
EFO:0005952,non-Hodgkins lymphoma,1.0,CHEMBL4297690
EFO:0008528,urothelial carcinoma,2.0,CHEMBL4297690
EFO:1001471,Merkel cell skin cancer,2.0,CHEMBL4297690
HP:0002110,Bronchiectasis,1.0,CHEMBL4297691
EFO:1001413,Respiratory Syncytial Virus Infection,1.0,CHEMBL4297692
EFO:0000685,rheumatoid arthritis,1.0,CHEMBL4297693
EFO:0000612,myocardial infarction,2.0,CHEMBL4297694
EFO:0001068,malaria,2.0,CHEMBL4297695
EFO:0003106,pneumonia,2.0,CHEMBL4297696
EFO:0007358,Marburg hemorrhagic fever,1.0,CHEMBL4297697
EFO:0007243,Ebola hemorrhagic fever,1.0,CHEMBL4297698
EFO:0000275,atrial fibrillation,3.0,CHEMBL4297569
EFO:0003907,deep vein thrombosis,3.0,CHEMBL4297569
EFO:0000676,psoriasis,4.0,CHEMBL4297700
EFO:0000685,rheumatoid arthritis,2.0,CHEMBL4297700
EFO:0003778,psoriatic arthritis,3.0,CHEMBL4297700
EFO:0003898,ankylosing spondylitis,3.0,CHEMBL4297700
EFO:1000710,hidradenitis suppurativa,3.0,CHEMBL4297700
EFO:0000341,chronic obstructive pulmonary disease,2.0,CHEMBL4297701
EFO:0000764,HIV infection,1.0,CHEMBL4297702
EFO:0003914,atherosclerosis,1.0,CHEMBL4297703
EFO:0000616,neoplasm,1.0,CHEMBL4297568
EFO:0000616,neoplasm,1.0,CHEMBL4297706
EFO:0000616,neoplasm,2.0,CHEMBL4297707
EFO:0000274,atopic eczema,2.0,CHEMBL4297709
EFO:0000676,psoriasis,2.0,CHEMBL4297709
EFO:1000760,rosacea,2.0,CHEMBL4297709
EFO:0000095,chronic lymphocytic leukemia,2.0,CHEMBL1742994
EFO:0007304,hepatitis D virus infection,2.0,CHEMBL4297711
EFO:0003819,dental caries,2.0,CHEMBL4297712
EFO:0000211,unspecified peripheral T-cell lymphoma,2.0,CHEMBL4297713
EFO:0000685,rheumatoid arthritis,1.0,CHEMBL4297713
EFO:0002618,pancreatic carcinoma,2.0,CHEMBL4297713
EFO:0003100,peripheral neuropathy,1.0,CHEMBL4297714
EFO:0000182,hepatocellular carcinoma,3.0,CHEMBL4297715
EFO:0000183,Hodgkins lymphoma,3.0,CHEMBL4297715
EFO:0000349,clear cell renal carcinoma,2.0,CHEMBL4297715
EFO:0000365,colorectal adenocarcinoma,2.0,CHEMBL4297715
EFO:0000574,lymphoma,2.0,CHEMBL4297715
EFO:0000616,neoplasm,2.0,CHEMBL4297715
EFO:0000702,small cell lung carcinoma,3.0,CHEMBL4297715
EFO:0000708,squamous cell lung carcinoma,3.0,CHEMBL4297715
EFO:0001061,cervical carcinoma,2.0,CHEMBL4297715
EFO:0002916,esophageal carcinoma,3.0,CHEMBL4297715
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL4297715
EFO:0004252,nasopharyngeal neoplasm,3.0,CHEMBL4297715
EFO:0005922,esophageal squamous cell carcinoma,3.0,CHEMBL4297715
HP:0002373,Febrile seizure (within the age range of 3 months to 6 years),2.0,CHEMBL4297716
EFO:0000389,cutaneous melanoma,2.0,CHEMBL4297718
EFO:0000640,papillary renal cell carcinoma,1.0,CHEMBL4297719
EFO:0000182,hepatocellular carcinoma,1.0,CHEMBL4297721
EFO:0000403,diffuse large B-cell lymphoma,1.0,CHEMBL4297721
EFO:0000756,melanoma,1.0,CHEMBL4297721
EFO:0003060,non-small cell lung carcinoma,1.0,CHEMBL4297721
EFO:0005221,cholangiocarcinoma,1.0,CHEMBL4297721
EFO:0006859,head and neck malignant neoplasia,1.0,CHEMBL4297721
EFO:1001469,Mantle cell lymphoma,1.0,CHEMBL4297721
EFO:0004194,IGA glomerulonephritis,2.0,CHEMBL4297722
EFO:0000519,glioblastoma multiforme,2.0,CHEMBL4297723
EFO:0000574,lymphoma,2.0,CHEMBL4297723
EFO:0000681,renal cell carcinoma,1.0,CHEMBL4297723
EFO:0000707,squamous cell carcinoma,4.0,CHEMBL4297723
EFO:0000756,melanoma,3.0,CHEMBL4297723
EFO:0000764,HIV infection,1.0,CHEMBL4297723
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL4297723
EFO:0004193,basal cell carcinoma,4.0,CHEMBL4297723
EFO:0004197,hepatitis B virus infection,1.0,CHEMBL4297723
EFO:0000571,lung adenocarcinoma,1.0,CHEMBL4297565
EFO:0000275,atrial fibrillation,3.0,CHEMBL4297724
EFO:0000565,leukemia,2.0,CHEMBL4297727
EFO:0000095,chronic lymphocytic leukemia,2.0,CHEMBL4297728
EFO:0000729,ulcerative colitis,3.0,CHEMBL4297564
EFO:0003884,chronic kidney disease,1.0,CHEMBL4297732
EFO:0004272,anemia (phenotype),1.0,CHEMBL4297732
EFO:0000764,HIV infection,1.0,CHEMBL4297735
EFO:0000574,lymphoma,1.0,CHEMBL4297563
EFO:0000474,epilepsy,2.0,CHEMBL1684950
EFO:0003108,essential tremor,2.0,CHEMBL1684950
EFO:0000676,psoriasis,1.0,CHEMBL4297738
EFO:0000181,head and neck squamous cell carcinoma,2.0,CHEMBL4297739
EFO:0000182,hepatocellular carcinoma,1.0,CHEMBL4297739
EFO:0000403,diffuse large B-cell lymphoma,1.0,CHEMBL4297739
EFO:0000616,neoplasm,1.0,CHEMBL4297739
EFO:0003060,non-small cell lung carcinoma,2.0,CHEMBL4297739
EFO:0000616,neoplasm,1.0,CHEMBL4297740
HP:0001943,Hypoglycemia,3.0,CHEMBL4297741
EFO:0000508,genetic disorder,1.0,CHEMBL4297744
EFO:1000657,rectum cancer,1.0,CHEMBL4297746
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL4297747
EFO:0004252,nasopharyngeal neoplasm,2.0,CHEMBL4297747
EFO:0000616,neoplasm,2.0,CHEMBL4297748
EFO:0000616,neoplasm,1.0,CHEMBL4297749
EFO:0007425,peanut allergic reaction,2.0,CHEMBL4297580
EFO:0007486,sinusitis,2.0,CHEMBL4297580
EFO:0001365,age-related macular degeneration,3.0,CHEMBL4297750
EFO:0004683,wet macular degeneration,4.0,CHEMBL4297750
EFO:0009606,macular degeneration,3.0,CHEMBL4297750
EFO:1000961,Helicobacter pylori infectious disease,1.0,CHEMBL4297752
EFO:0004272,anemia (phenotype),3.0,CHEMBL4297753
EFO:0000616,neoplasm,1.0,CHEMBL4297755
EFO:0003843,pain,3.0,CHEMBL4297756
EFO:0000384,Crohn's disease,1.0,CHEMBL4297761
EFO:0000222,acute myeloid leukemia,2.0,CHEMBL4297763
EFO:0000616,neoplasm,1.0,CHEMBL4297763
EFO:0006861,male breast carcinoma,2.0,CHEMBL4297763
EFO:0006927,severe aplastic anemia,3.0,CHEMBL4297764
EFO:0007160,autoimmune thrombocytopenic purpura,3.0,CHEMBL4297764
EFO:0000180,HIV-1 infection,1.0,CHEMBL4297559
EFO:0000519,glioblastoma multiforme,2.0,CHEMBL4297559
EFO:0000574,lymphoma,1.0,CHEMBL4297559
EFO:0000616,neoplasm,2.0,CHEMBL4297559
EFO:0000630,oligoastrocytoma,1.0,CHEMBL4297559
EFO:0000632,oligodendroglioma,1.0,CHEMBL4297559
EFO:0000756,melanoma,2.0,CHEMBL4297559
EFO:0001378,multiple myeloma,1.0,CHEMBL4297559
EFO:0000712,stroke,2.0,CHEMBL4297766
EFO:1000786,"osteoarthritis, hip",3.0,CHEMBL4297767
EFO:1001092,patellofemoral pain syndrome,2.0,CHEMBL4297767
EFO:0000275,atrial fibrillation,3.0,CHEMBL4297768
EFO:0003907,deep vein thrombosis,3.0,CHEMBL4297768
EFO:0000616,neoplasm,1.0,CHEMBL4297769
EFO:1001875,amyloidosis,3.0,CHEMBL4297770
EFO:0000220,acute lymphoblastic leukemia,3.0,CHEMBL4297558
EFO:0005297,Granulomatosis with Polyangiitis,1.0,CHEMBL4297771
EFO:0000764,HIV infection,2.0,CHEMBL4297772
EFO:0003047,hepatitis C virus infection,1.0,CHEMBL4297772
EFO:0007322,idiopathic CD4-positive T-lymphocytopenia,1.0,CHEMBL4297772
HP:0100806,Sepsis,2.0,CHEMBL4297772
EFO:1001207,systolic heart failure,1.0,CHEMBL3769414
EFO:0003060,non-small cell lung carcinoma,4.0,CHEMBL4297774
EFO:0003843,pain,2.0,CHEMBL4297775
EFO:0000180,HIV-1 infection,2.0,CHEMBL4297776
EFO:0000588,mesothelioma,2.0,CHEMBL4297777
EFO:0003860,pancreatic neoplasm,1.0,CHEMBL4297777
EFO:0000220,acute lymphoblastic leukemia,1.0,CHEMBL4297778
EFO:0000403,diffuse large B-cell lymphoma,4.0,CHEMBL4297778
EFO:0000537,hypertension,2.0,CHEMBL4297557
EFO:0000222,acute myeloid leukemia,1.0,CHEMBL3740500
EFO:0002618,pancreatic carcinoma,2.0,CHEMBL3740500
EFO:1001413,Respiratory Syncytial Virus Infection,3.0,CHEMBL4297783
EFO:0000183,Hodgkins lymphoma,3.0,CHEMBL4297784
EFO:0000616,neoplasm,1.0,CHEMBL4297784
EFO:0003060,non-small cell lung carcinoma,2.0,CHEMBL4297784
EFO:0005952,non-Hodgkins lymphoma,1.0,CHEMBL4297784
EFO:0000616,neoplasm,1.0,CHEMBL4297785
EFO:0004220,chronic hepatitis C virus infection,1.0,CHEMBL4297786
EFO:0000095,chronic lymphocytic leukemia,1.0,CHEMBL4297787
EFO:0000707,squamous cell carcinoma,3.0,CHEMBL4297787
EFO:0004284,upper aerodigestive tract neoplasm,1.0,CHEMBL4297787
EFO:0000096,neoplasm of mature B-cells,4.0,CHEMBL4297788
EFO:0000403,diffuse large B-cell lymphoma,2.0,CHEMBL4297788
EFO:0000403,diffuse large B-cell lymphoma,2.0,CHEMBL4297789
EFO:0004289,lymphoid leukemia,1.0,CHEMBL4297789
EFO:0002618,pancreatic carcinoma,1.0,CHEMBL4297790
EFO:0002618,pancreatic carcinoma,1.0,CHEMBL4297791
EFO:0004239,chronic hepatitis B virus infection,2.0,CHEMBL4297792
EFO:0007304,hepatitis D virus infection,2.0,CHEMBL4297792
EFO:0000274,atopic eczema,3.0,CHEMBL4297794
EFO:0000702,small cell lung carcinoma,1.0,CHEMBL4297803
Orphanet:90,Argininemia,4.0,CHEMBL4297803
EFO:0000616,neoplasm,1.0,CHEMBL4297805
EFO:0000222,acute myeloid leukemia,1.0,CHEMBL4297806
EFO:0000398,dermatomyositis,2.0,CHEMBL4297808
EFO:0001378,multiple myeloma,4.0,CHEMBL4297809
EFO:0004719,pemphigus vulgaris,1.0,CHEMBL4297810
EFO:0000198,myelodysplastic syndrome,2.0,CHEMBL4297811
EFO:0000222,acute myeloid leukemia,1.0,CHEMBL4297811
EFO:0000339,chronic myelogenous leukemia,1.0,CHEMBL4297811
EFO:0000565,leukemia,3.0,CHEMBL4297811
EFO:0003811,refractory anemia with excess blasts,1.0,CHEMBL4297811
EFO:0000222,acute myeloid leukemia,1.0,CHEMBL4297813
EFO:0000339,chronic myelogenous leukemia,1.0,CHEMBL4297813
EFO:0000616,neoplasm,1.0,CHEMBL4297813
EFO:0000768,idiopathic pulmonary fibrosis,3.0,CHEMBL4297814
EFO:0002429,polycythemia vera,2.0,CHEMBL4297814
EFO:0002430,primary myelofibrosis,2.0,CHEMBL4297814
EFO:0000574,lymphoma,1.0,CHEMBL4061538
EFO:0000764,HIV infection,1.0,CHEMBL4297817
EFO:0000339,chronic myelogenous leukemia,1.0,CHEMBL4297819
EFO:0002429,polycythemia vera,4.0,CHEMBL4297819
EFO:0004991,Myasthenia gravis,4.0,CHEMBL4297820
EFO:1000868,chronic inflammatory demyelinating polyradiculoneuropathy,2.0,CHEMBL4297820
HP:0001873,Thrombocytopenia,2.0,CHEMBL4297820
EFO:0000699,Sjogren syndrome,2.0,CHEMBL4297821
EFO:0000685,rheumatoid arthritis,2.0,CHEMBL4297822
EFO:0000222,acute myeloid leukemia,1.0,CHEMBL4297826
EFO:0001378,multiple myeloma,1.0,CHEMBL4297827
EFO:0000616,neoplasm,1.0,CHEMBL4297828
EFO:0000702,small cell lung carcinoma,3.0,CHEMBL4297828
EFO:0000707,squamous cell carcinoma,2.0,CHEMBL4297828
EFO:0000182,hepatocellular carcinoma,3.0,CHEMBL4297829
EFO:0000574,lymphoma,2.0,CHEMBL4297829
EFO:0000616,neoplasm,2.0,CHEMBL4297829
EFO:0000702,small cell lung carcinoma,2.0,CHEMBL4297829
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL4297829
EFO:0004252,nasopharyngeal neoplasm,3.0,CHEMBL4297829
EFO:0005922,esophageal squamous cell carcinoma,3.0,CHEMBL4297829
EFO:0000182,hepatocellular carcinoma,1.0,CHEMBL4297831
EFO:0000574,lymphoma,1.0,CHEMBL4297831
EFO:0000616,neoplasm,1.0,CHEMBL4297831
EFO:0000681,renal cell carcinoma,1.0,CHEMBL4297831
EFO:0000756,melanoma,3.0,CHEMBL4297831
EFO:0001378,multiple myeloma,1.0,CHEMBL4297831
EFO:0003060,non-small cell lung carcinoma,2.0,CHEMBL4297831
EFO:0005537,triple-negative breast cancer,2.0,CHEMBL4297831
EFO:0001378,multiple myeloma,1.0,CHEMBL4297833
EFO:0005140,autoimmune disease,1.0,CHEMBL4297833
EFO:0001378,multiple myeloma,1.0,CHEMBL4297836
EFO:0000198,myelodysplastic syndrome,2.0,CHEMBL4297837
EFO:0000222,acute myeloid leukemia,2.0,CHEMBL4297837
EFO:0000616,neoplasm,2.0,CHEMBL4297838
EFO:0000756,melanoma,3.0,CHEMBL4297838
EFO:0001073,obesity,4.0,CHEMBL4297839
EFO:0000182,hepatocellular carcinoma,3.0,CHEMBL4297840
EFO:0000565,leukemia,1.0,CHEMBL4297840
EFO:0000574,lymphoma,2.0,CHEMBL4297840
EFO:0000616,neoplasm,4.0,CHEMBL4297840
EFO:0003060,non-small cell lung carcinoma,4.0,CHEMBL4297840
EFO:0005922,esophageal squamous cell carcinoma,4.0,CHEMBL4297840
EFO:0000616,neoplasm,4.0,CHEMBL4297841
EFO:0000182,hepatocellular carcinoma,3.0,CHEMBL4297843
EFO:0000574,lymphoma,3.0,CHEMBL4297843
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL4297843
EFO:0005221,cholangiocarcinoma,3.0,CHEMBL4297843
EFO:0005537,triple-negative breast cancer,3.0,CHEMBL4297843
EFO:0005922,esophageal squamous cell carcinoma,3.0,CHEMBL4297843
EFO:0006859,head and neck malignant neoplasia,2.0,CHEMBL4297843
EFO:1001951,colorectal carcinoma,2.0,CHEMBL4297843
EFO:1001972,undifferentiated pleomorphic sarcoma,2.0,CHEMBL4297843
EFO:0000616,neoplasm,4.0,CHEMBL4297844
EFO:0003869,breast neoplasm,4.0,CHEMBL4297844
EFO:0004142,colorectal neoplasm,2.0,CHEMBL4297844
EFO:0009708,metastasis,1.0,CHEMBL4297844
EFO:0000574,lymphoma,1.0,CHEMBL4297845
EFO:0000685,rheumatoid arthritis,2.0,CHEMBL4297845
EFO:0000180,HIV-1 infection,3.0,CHEMBL4297846
EFO:0000616,neoplasm,1.0,CHEMBL4297848
EFO:0001378,multiple myeloma,1.0,CHEMBL4297848
EFO:0003869,breast neoplasm,2.0,CHEMBL4297850
EFO:0000756,melanoma,1.0,CHEMBL4297555
EFO:0005592,T-cell leukemia,2.0,CHEMBL4297555
EFO:1000785,Sezary's disease,2.0,CHEMBL4297555
EFO:1001051,mycosis fungoides,2.0,CHEMBL4297555
EFO:0000616,neoplasm,2.0,CHEMBL4297856
EFO:0000616,neoplasm,1.0,CHEMBL4297858
EFO:0000702,small cell lung carcinoma,1.0,CHEMBL4297858
EFO:0006859,head and neck malignant neoplasia,1.0,CHEMBL4297858
EFO:0001378,multiple myeloma,1.0,CHEMBL4297859
EFO:0000676,psoriasis,2.0,CHEMBL4297861
EFO:0003778,psoriatic arthritis,2.0,CHEMBL4297861
EFO:0004599,acute graft vs. host disease,2.0,CHEMBL4297861
EFO:1000781,overactive bladder,4.0,CHEMBL4297862
HP:0000975,Hyperhidrosis,2.0,CHEMBL4297862
Orphanet:93955,Benign essential blepharospasm,3.0,CHEMBL4297862
EFO:0000685,rheumatoid arthritis,2.0,CHEMBL4297863
EFO:0003778,psoriatic arthritis,2.0,CHEMBL4297863
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL4297865
EFO:0000096,neoplasm of mature B-cells,1.0,CHEMBL4297866
EFO:0003060,non-small cell lung carcinoma,3.0,CHEMBL4297866
Orphanet:269,Facioscapulohumeral dystrophy,2.0,CHEMBL4297867
EFO:0000319,cardiovascular disease,2.0,CHEMBL4297868
EFO:0008585,ST Elevation Myocardial Infarction,2.0,CHEMBL4297868
EFO:0000616,neoplasm,1.0,CHEMBL4297870
EFO:0000183,Hodgkins lymphoma,2.0,CHEMBL4297871
EFO:0000220,acute lymphoblastic leukemia,1.0,CHEMBL4297871
EFO:0000222,acute myeloid leukemia,2.0,CHEMBL4297871
EFO:0000096,neoplasm of mature B-cells,1.0,CHEMBL4297874
EFO:0000565,leukemia,1.0,CHEMBL4297874
EFO:0000616,neoplasm,1.0,CHEMBL5314418
EFO:0003869,breast neoplasm,2.0,CHEMBL5314418
EFO:0005531,urticaria,2.0,CHEMBL4297878
EFO:0007141,allergic conjunctivitis,1.0,CHEMBL4297878
EFO:0000342,chronic pancreatitis,1.0,CHEMBL4297879
MP:0001845,inflammation,1.0,CHEMBL4297879
EFO:0005952,non-Hodgkins lymphoma,1.0,CHEMBL4297880
EFO:0000222,acute myeloid leukemia,1.0,CHEMBL4297881
EFO:0000222,acute myeloid leukemia,1.0,CHEMBL4297552
EFO:0000616,neoplasm,1.0,CHEMBL4297552
EFO:0000196,metastatic prostate cancer,1.0,CHEMBL4297883
EFO:0000349,clear cell renal carcinoma,2.0,CHEMBL4297883
EFO:0000616,neoplasm,1.0,CHEMBL4297883
EFO:0000181,head and neck squamous cell carcinoma,1.0,CHEMBL4297884
EFO:0000389,cutaneous melanoma,1.0,CHEMBL4297884
EFO:0000616,neoplasm,1.0,CHEMBL4297884
EFO:0004610,acute lung injury,2.0,CHEMBL4297885
EFO:0000519,glioblastoma multiforme,2.0,CHEMBL4297886
EFO:0001361,pulmonary arterial hypertension,2.0,CHEMBL4297887
EFO:0000756,melanoma,2.0,CHEMBL4297888
EFO:0002617,metastatic melanoma,2.0,CHEMBL4297888
EFO:1001968,soft tissue sarcoma,2.0,CHEMBL4297888
EFO:0001365,age-related macular degeneration,2.0,CHEMBL4297889
EFO:0004991,Myasthenia gravis,4.0,CHEMBL4297551
EFO:0007160,autoimmune thrombocytopenic purpura,3.0,CHEMBL4297551
EFO:0003869,breast neoplasm,2.0,CHEMBL4297892
EFO:0000222,acute myeloid leukemia,1.0,CHEMBL4297893
