ensembl_id,efo_id_norm,overall_score,literature,somatic_mutation,clinical,affected_pathway,rna_expression,genetic_association,genetic_literature,animal_model
ENSG00000167553,EFO_0000095,0.048250703250502736,0.0,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000137267,EFO_0000095,0.048250703250502736,0.0,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000167552,EFO_0000095,0.048250703250502736,0.0,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000261456,EFO_0000095,0.048250703250502736,0.0,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000152086,EFO_0000095,0.048250703250502736,0.0,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000198033,EFO_0000095,0.048250703250502736,0.0,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000258947,EFO_0000095,0.048250703250502736,0.0,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000100804,EFO_0000095,0.04313340818757469,0.2031620290785036,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000143947,EFO_0000095,0.04246729613971887,0.18124795430312537,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000106588,EFO_0000095,0.042059704946929656,0.16783882305363088,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000082175,EFO_0000095,0.04104517934753537,0.13446247155507035,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000197170,EFO_0000095,0.04055948982183723,0.11848402375784489,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000105372,EFO_0000095,0.040461294507668916,0.11525354704720316,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000168028,EFO_0000095,0.039584209649752594,0.08639878721723157,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000128271,EFO_0000095,0.03951681265680801,0.0841815285026092,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000113161,EFO_0000095,0.039376523160948106,0.07956621714114956,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000174748,EFO_0000095,0.03882405260872985,0.061390774989222116,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000071082,EFO_0000095,0.03880588474189369,0.06079307976116211,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000142507,EFO_0000095,0.03870579019791659,0.057500121274099154,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000145864,EFO_0000095,0.03856636839074879,0.04711463681490064,0.0,0.06079307976116211,0.0,0.013047117160462704,0.0,0.0,0.0
ENSG00000143106,EFO_0000095,0.0383901074053734,0.04711463681490064,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000137154,EFO_0000095,0.038223950462371405,0.04164832572637613,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000240065,EFO_0000095,0.03817451915680732,0.04002211084276505,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000115594,EFO_0000095,0.038153986942658175,0.039346632178752144,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000101182,EFO_0000095,0.03810522293405394,0.037742370351721476,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000145425,EFO_0000095,0.038066725032524285,0.03647584785669727,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000136930,EFO_0000095,0.038066725032524285,0.03647584785669726,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
